stem_id	kms_Alphabet	kms_page	kms_entry_no	stem_form	stem_homonymID	stem_DE	stem_EN	stem_IDN	stem_formVarian	stem_variant_DE	stem_variant_EN	stem_variant_IDN	stem_dialectVariant	stem_etymological_form	stem_etym_form_German	stem_etymological_language_donor	stem_source_form	stem_source_form_homonymID	stem_remark_DE	stem_remark_EN	stem_remark_IDN	stem_crossref_DE	stem_crossref_EN	stem_crossref_IDN	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept	stem_loan_form	stem_loan_lang
11_1686193788	b	24	15	ebáha:u	NA	Herz (als Muskel); Gedanke	Heart (as a muscle) ; Thought	Jantung (sebagai otot); Pikiran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686193788_0	ebáha:u amãnã	die Gedanken seines Vaters	his father's thoughts	pikiran ayahnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA	NA	NA
11_1686193812	b	24	16	Baheˀuˀu	NA	Männername	Male name	Nama laki-laki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686193916	b	24	17	ebahudobi	NA	Korken (einer Flasche)	cork (of a bottle)	gabus (dari botol)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl MOD fig.10: ausgehöhlte Kokosnuß als Wasserbehälter mit Korken	compare MOD fig.10: hollowed-out coconut as a water container with a cork	bandingkan MOD Gambar 10: kelapa yang dilubangi sebagai wadah air dengan gabus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686193947	b	24	18	eba:iˀiodəha	NA	Orkan, Sturm	Hurricane , storm	Badai, badai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686193981	b	24	19	abaiya	NA	NA	NA	NA	abéiya	NA	NA	NA	NA	NA	NA	NA	ia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_0	ˀarohabaka	zwei Körner , Triebe	two grains , shoots	dua butir , tunas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_1	kabaka	jmd in die Augen sehen , das Antlitz zukehren	to look someone in the eye , to turn one's face towards them	menatap mata seseorang , untuk memalingkan wajah ke arah mereka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	perception	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_10	ebaka ukoko	Brustwarze	nipple	puting susu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_11	ebaka umẽhẽ	Hauptnahrungsmittel	staple food	makanan pokok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	food	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_12	ebaka uˀobi	Flamme	flame	mata api	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fire	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_13	ebaka uipikoˀo:i	Pfeilspitze	arrowhead	kepala panah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_14	ebaka uˀudopo	Tarotriebe	Taro shoots	Tunas talas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_15	ebaka uˀue	Fahrrinne im Riff	Channel in the reef	saluran/(j)alur di terumbu karang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML sawang	ML sawang	ML sawang	NA	NA	NA	landscape/location	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_16	ebaka ukeˀo	Dorn des Rotan	Thorn of the Rotan	duri rotan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML pucuk	ML pucuk	ML pucuk	G73	G73	G73	plant	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_2	abáka	stelle dich gegenüberǃ	face him! stand facing him!	tatap/hadapi dia! berdiri menghadap ke arahnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G51	G51	G51	posture	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_3	pabáka	vorne	in front	di depan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G51	G51	G51	space	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_4	ebaka uakaruba	der Griff der Haustür	the handle of the front door	pegangan pintu depan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MOD fig.11	MOD figure 11	MOD gambar 11	cultural item	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_5	ebaka uboo	Quelle	Source	sumber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	landscape/location	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_6	ebaka ukabo	Masche des Netzes	mesh of the net	jala jaring	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_7	ebaka ukahaˀo	Sonne	sun	matahari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	planetarium	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_8	ebaka ukanəa:i	zentrum des Mondes	centre of the moon	pusat bulan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	planetarium	NA	NA	NA	NA	NA
11_1686194592	b	25	1	ebaka	1	Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)	eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)	mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)	NA	NA	NA	NA	NA	maCa	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	§ 34b	§ 34b	§ 34b	11_1686194592_9	ebaka ukitai	Magengrube	pit of the stomach	lubang perut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA	NA	NA
11_1686194746	b	25	2	baka	2	NA	NA	NA	NA	NA	NA	NA	NA	ma-əntaq (PAN) ; maˀta (Si)	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	NA	NA	NA	11_1686194746_0	kibaka	unreif , roh , ungekocht	unripe , raw , uncooked	mentah , mentah , tidak dimasak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA	NA	NA
11_1686194746	b	25	2	baka	2	NA	NA	NA	NA	NA	NA	NA	NA	ma-əntaq (PAN) ; maˀta (Si)	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	NA	NA	NA	11_1686194746_1	kipabàkaˀái	insgesamt , sämtlich unreif	altogether unripe	sama sekali belum matang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 52a	§ 52a	§ 52a	NA	NA	NA	NA	NA	NA
11_1686194928	b	25	3	ebakao	NA	Schweinenetz, Schweinenetz-Länge = zwölf Klafter (Hilfszählwort)	Pig Net , Pig Net Length = twelve fathoms (auxiliary count word)	Jaring Babi, Panjang Jaring Babi = dua belas depa (kata bantu bilangan/numeralia)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686194928_0	kahabakao	12 Klafter	12 fathoms	12 depa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686194928	b	25	3	ebakao	NA	Schweinenetz, Schweinenetz-Länge = zwölf Klafter (Hilfszählwort)	Pig Net , Pig Net Length = twelve fathoms (auxiliary count word)	Jaring Babi, Panjang Jaring Babi = dua belas depa (kata bantu bilangan/numeralia)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686194928_1	ˀarohabakao	24 Klafter	24 fathoms	24 depa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686194928	b	25	3	ebakao	NA	Schweinenetz, Schweinenetz-Länge = zwölf Klafter (Hilfszählwort)	Pig Net , Pig Net Length = twelve fathoms (auxiliary count word)	Jaring Babi, Panjang Jaring Babi = dua belas depa (kata bantu bilangan/numeralia)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686194928_2	ˀakoru habakao	36 Klafter	36 fathoms	36 depa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686195157	b	25	4	ebakua	NA	Stück, Gebiet (Hilfszählwort bei Pflanzungen usw)	Piece , area (auxiliary counter word for plantings , etc.)	bagian , area (kata bantu bilangan/numeralia untuk penanaman, dll.)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686195157_0	kahabakua	ein Stück	one piece	satu potong	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686195157	b	25	4	ebakua	NA	Stück, Gebiet (Hilfszählwort bei Pflanzungen usw)	Piece , area (auxiliary counter word for plantings , etc.)	bagian , area (kata bantu bilangan/numeralia untuk penanaman, dll.)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686195157_1	ˀarohabakua	zwei Stück	two pieces	dua potong	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686195157	b	25	4	ebakua	NA	Stück, Gebiet (Hilfszählwort bei Pflanzungen usw)	Piece , area (auxiliary counter word for plantings , etc.)	bagian , area (kata bantu bilangan/numeralia untuk penanaman, dll.)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 34d	§ 34d	§ 34d	11_1686195157_2	ehabakua[ˀa]	Gebiet , Distrikt , Gegend	area , district , area	area, distrik, wilayah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127z30: Platz	127z30: Place	127z30: Tempat	NA	NA	NA	NA	NA	NA
11_1686195257	b	25	5	ebao	NA	Knollenfrucht	Tuber	Umbi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML ubi	ML ubi	ML ubi	aber DEC 2181 und Heyne 147/4444 èbaè 'Manihot utilissima, also Cassava oder Maniok	but DEC 2181 and Heyne 147/4444 èbaè 'Manihot utilissima' , i.e. cassava or manioc	namun DEC 2181 dan Heyne 147/4444 èbaè 'Manihot utilissima', yaitu singkong atau ubi kayu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793185	b	26	1	eabarabia	NA	NA	NA	NA	eababaria	NA	NA	NA	NA	NA	NA	NA	parabi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793219	b	26	2	bariˀo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pariˀo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793592	b	26	3	ba:uba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686793592_0	kahaba:uba	ein Haus (besitzen) = alleinstehendes Haus ; Dorfverband	(to own) a house = detached house ; village association	(memiliki) rumah = rumah terpisah; asosiasi desa	NA	NA	NA	NA	NA	NA	NA	NA	NA	euba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793592	b	26	3	ba:uba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686793592_1	ˀarohaba:uba	zwei Häuser (besitzen)	(to own) two houses	(memiliki) dua rumah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793592	b	26	3	ba:uba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686793592_2	kahaba:uba mãˀã́õã	früherer Dörferverband als größte rechtliche Gemeinschaft	former association of villages as the largest legal community	mantan asosiasi desa sebagai komunitas hukum terbesar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686793784	b	26	4	ebawaa	NA	Zwiebel	Onion	Bawang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bawang	ML (Malay [now BI])
11_1686793829	b	26	5	ebayuu	NA	Jacke	Jacket	Jaket	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	baju	ML (Malay [now BI])
11_1686793906	b	26	6	be	NA	weil, denn	because , for	karena, untuk	mẽ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§§ 15f, 24a	§§ 15f , 24a	§§ 15f , 24a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794155	b	26	7	ebee	NA	Saft, Flüssigkeit	Juice , liquid	Jus, cairan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794155_0	ebee ubaka	Träne	tear (of the kind which you cry)	air mata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794155	b	26	7	ebee	NA	Saft, Flüssigkeit	Juice , liquid	Jus, cairan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794155_1	ebee ukoko	Milch	milk	susu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794155	b	26	7	ebee	NA	Saft, Flüssigkeit	Juice , liquid	Jus, cairan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794155_2	ebee uõmõˀõ	Schweiß	Sweat	keringat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794155	b	26	7	ebee	NA	Saft, Flüssigkeit	Juice , liquid	Jus, cairan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794155_3	ebee upoo	Kokosmilch	Coconut milk	santan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEC epiah epok = efia efok 'ML santan'	DEC epiah epok = efia efok 'ML santan'	DEC epiah epok = efia efok 'ML santan'	NA	NA	NA	NA	NA	NA
11_1686794155	b	26	7	ebee	NA	Saft, Flüssigkeit	Juice , liquid	Jus, cairan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794155_4	ebee upue	Sperma	sperm	sperma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794193	b	26	8	ebebee	NA	Ente	duck	bebek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bebek	ML (Malay [now BI])
11_1686794266	b	26	9	ebedi	NA	Weißer, Europäer	White , European	Putih, Eropa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MOD 243 bedi 'eine Art Lanze'	MOD 243 means 'a kind of lance'	MOD 243 berarti 'semacam tombak'	11_1686794266_0	bedi	europäisch	European	Eropa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130z27	130z27	130z27	NA	NA	NA	NA	NA	NA
11_1686794321	b	26	10	bedibedi	NA	Taro	taro	talas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML keladi ; Colocasia antiquorum Schott	ML keladi ; Colocasia antiquorum Schott	ML keladi; Colocasia antiquorum Schott	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1686794365	b	26	11	bedika	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794365_0	kibedika	welk , verwelkt	withered , withered	layu , layu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl pudika	cf. pudika	bdk. pudika	NA	NA	NA	NA	NA	NA
11_1686794619	b	26	12	bedo·i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794619_0	ˀua kahabedói	ich behandle	I treat	saya memperlakukan/merawat (sesuatu)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G30	G30	G30	NA	NA	NA	NA	NA	NA
11_1686794619	b	26	12	bedo·i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11_1686794619_1	eahabédo	das Behandeln	the treating	perawatan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl MOD 127 ehabédo 'scongiuro , also Heilerin , Geisterbeschwörerin' ; und eahaba·əda 'Erziehung , aber auch Krankenbeschwörung'	cf. MOD 127 ehabédo 'exorcism , also healer , necromancer' ; and eahaba·əda 'Education , but also conjuring up the sick'	bdk. MOD 127 ehabédo 'pengusiran setan, juga penyembuh, ahli nujum'; dan eahaba-əda 'Pendidikan, tapi juga menyihir orang sakit'	NA	NA	NA	cultural practice ; CHECK THIS	NA	NA
