stem_id	kms_Alphabet	kms_page	kms_entry_no	stem_form	stem_homonymID	stem_DE	stem_EN	stem_IDN	stem_formVarian	stem_variant_DE	stem_variant_EN	stem_variant_IDN	stem_dialectVariant	stem_etymological_form	stem_etym_form_German	stem_etymological_language_donor	stem_loanword_form	stem_loanword_language_donor	stem_source_form	stem_source_form_homonymID	stem_remark_DE	stem_remark_EN	stem_remark_IDN	stem_crossref_DE	stem_crossref_EN	stem_crossref_IDN
19_1686223981	h	87	2	huhukóˀo:i	NA	festhalten; anhäufen	hold onto ; accumulate	berpegang pada; menumpuk	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML bertambun	ML bertambun	ML bertambun	G73	NA	NA
19_1686224015	h	87	3	hui	NA	haǃ (lautes Lachen)	haǃ (loud laughter)	haǃ (tawa keras)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686224295	h	87	4	hũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686348707	h	87	5	huka	1	NA	NA	NA	həka	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686348921	h	87	6	huka	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686348969	h	87	7	ehukahãõ	NA	Nacken	neck	leher	eukahã́ũ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686349032	h	87	8	ehukəˀa	NA	Seemuschel	sea shell	kerang laut	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML lokan	ML lokan	ML lokan	NA	NA	NA
19_1686349301	h	87	9	Hukə́ˀa	NA	Name eines kleinen Flusses, der in der Nãhe des damaligen Dorfes Mẽõˀõ ins Meer mündet; sagenhafte Sumpfstelle	Name of a small river that flows into the sea near the former village of Mẽõˀõ ; fabulous swamp	Nama sungai kecil yang mengalir ke laut di dekat bekas desa Mẽõˀõ ; rawa yang luar biasa	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s Erz XIV ; H16 hoeko(q)ä 'eene heilige plaats, waar de meeste geesten verblijven' ; H88:281 Hoekok² '... waar zich de meeste èkowèks moeten ophouden'	see narrative XIV ; H16 hoeko(q)ä 'a holy place where most of the spirits reside' ; H88:281 Hoekok² '... where most of the èkowèks are supposed to hang out'	lihat narasi XIV; H16 hoeko(q)ä 'tempat suci di mana sebagian besar roh bersemayam'; H88:281 Hoekok² '... di mana sebagian besar èkowèk seharusnya berkeliaran'
19_1686349354	h	87	10	ehũkĩ	NA	Schneckenart, die am Strand vorkommt	Species of snail found on the beach	Spesies siput yang ditemukan di pantai	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1686349408	h	87	11	ehũkũ	NA	Kopflaus	headlouse	Kutu kepala	NA	NA	NA	NA	NA	kuCu;  Sim utu	NA	47	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685519670	h	88	1	hũmã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520127	h	88	2	hũmẽ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520189	h	88	3	Humõ	NA	Name eines ehemaligen Dorfes	Name of a former village	Nama bekas desa	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520302	h	88	4	ehṹnẽ	NA	Hoden, Testikel	Testicles , testicles (sg/pl)	Testis, buah zakar (bentuk tunggal/jamak)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520414	h	88	5	euhunṍˀõ:ĩ ukabuˀobo	NA	Grasart	Grass type	Jenis rumput	eṍpũ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520582	h	88	6	hunũĩ	NA	NA	NA	NA	hudui	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	s hadu, hanũ	NA	NA	NA	NA	NA	NA	NA
17_1685520696	h	88	7	ehũnũpũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685520921	h	88	8	huo	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685521062	h	88	9	huo	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685521393	h	88	10	huoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685521559	h	88	11	hupo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685521665	h	88	12	hurupo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1685521929	h	88	13	hũˀũnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1687179625	h	215	6	eodi	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1687181599	h	216	3	ododa	NA	NA	NA	NA	adəda	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1688131812	i	89	1	i-	1	er, sie, es	he , she , it	dia, dia, itu	y-¹; ñ-	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 15a+k	NA	NA
17_1688132069	i	89	2	i-	2	in, auf, bei; nach, zu (örtliche Präposition)	in , on , at ; after , to (local preposition)	di , pada , di ; setelah , ke (kata depan lokatif)	y-² (vor Vokal)	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 26	NA	NA
17_1688132447	i	89	3	-[C] [V] i	NA	Suffix der ""lokalen Variation""	Suffix of the ""local variation""	Akhiran/sufiks dari ""variasi lokal""	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	C = Stütz-konsonant, zB h, d = n, ˀ usw; V = Vokal der letzten Silbe des Wortstamms	C = supporting consonant , e.g. h , d = n , ˀ etc ; V = vowel of the last syllable of the stem	C = konsonan pendukung, misalnya h, d = n, ˀ, dll; V = vokal dari suku kata terakhir dari kata dasar	§§ 36, 54	NA	NA
17_1688132943	i	89	4	eˀii	NA	das Gehaltene (von Haustieren gesagt)	the (thing) held (said of pets)	(benda) yang dipegang (dikatakan tentang hewan peliharaan)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s eˀei 'dgl'	see eˀei and the like	lihat eˀei dan sejenisnya
17_1688133342	i	89	5	ia	NA	bleibeǃ	stay! (sg)	tinggal! (bentuk tunggal)	iya	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s kia² 'dgl'	see kia² and the like	lihat kia² dan sejenisnya
17_1688133407	i	89	6	ˀiabi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
17_1688133833	i	89	7	eˀíaha	NA	was?	What?	Apa?	eˀixa	NA	NA	NA	eˀixa (DIA)	apa?	NA	10	NULL	NULL	NA	NA	NA	NA	NA	§ 7	NA	NA
17_1688134023	i	89	8	ianə̃nã	NA	NA	NA	NA	iyanə̃nã; iyanõnõ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1687846740	i	90	1	eˀiau	NA	Star	starling	burung jalak	ehiau	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML beo, 'Garrulus javanicus'	ML beo , 'Garrulus javanicus/Javanese chatter'	ML beo , 'Garrulus javanicus / Obrolan Jawa'	NA	NA	NA
8_1687846948	i	90	2	ˀibi[a]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1687847381	i	90	3	ibu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688381679	i	90	4	icepe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688381887	i	90	5	ici	1	schlageǃ	beat! (sg)	hajar! (bentuk tunggal)	iti, iji	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688382791	i	90	6	ici	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688383148	i	91	1	[ˀ]icia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688383319	i	91	2	iciˀa	NA	nähe (ein Netz)ǃ	knit (a net)!	merajut (jaring)!	ijiˀa	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ciˀa	NA	NA	NA	NA	NA	NA	NA
8_1688383589	i	91	3	ici·xi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ici	2	NA	NA	NA	NA	NA	NA
8_1688383723	i	91	4	iciki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688383886	i	91	5	icikii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ici	1	NA	NA	NA	NA	NA	NA
8_1688384262	i	91	6	icita	NA	dort	there	di sana	idita, itita	NA	NA	NA	(WD) idita, itita	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 27a	NA	NA
8_1688384374	i	91	7	eida-	NA	Präfix	Prefix	Awalan	eita-, einã-	NA	NA	NA	(SD) eita-, einã-	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 59a	NA	NA
8_1688384816	i	91	8	idaˀa	NA	da - korrelat zur 3.P	there - correlative to the 3rd Person	di sana - korelatif dengan Orang Ketiga	itaˀa	NA	NA	NA	(SD) itaˀa	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 27a	NA	NA
8_1688384923	i	91	9	idaˀaua	NA	damit, auf daß	therewith , (so) that	dengan demikian, (jadi) bahwa	NA	NA	NA	NA	(SD) itaˀaua	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	IIIz34	NA	NA
8_1688385267	i	91	10	eidakoˀa	NA	Wunde	wound	luka	eitako[ˀ]a, eidoka	NA	NA	NA	(SD) eitako[ˀ]a, eidoka	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688385394	i	91	11	eidariau	NA	Kletterpflanze, aus deren Stielen früher Schurze geflochten wurden	Climbing plant from the stems of which aprons were once woven	Memanjat tanaman dari batang yang pernah ditenun celemek	edaríau	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688385518	i	91	12	eidarika	NA	Fleiß	Diligence	Ketekunan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	dika	NA	NA	NA	NA	133z27	NA	NA
8_1688385698	i	91	13	ideˀe	NA	hier, hierher	here , here	di sini, di sini	iteˀe	NA	NA	NA	(SD) iteˀe	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 27a	NA	NA
8_1688385874	i	91	14	idida	NA	dort	there	di sana	idita, itita, ijida, icita	NA	NA	NA	(SD) idita, itita, ijida, icita	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 27a, IIIz35f	NA	NA
8_1688385933	i	91	15	idita	NA	dort	there	di sana	itita	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 27a	NA	NA
8_1688386082	i	91	16	idoo uˀíaha	NA	obwohl, obgleich; laß nurǃ	although , even though ; Just leave itǃ (sg)	meskipun , meskipun ; Biarkan sajaǃ (bentuk tunggal)	iˀioo uˀíaha	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 24e	NA	NA
8_1688386230	i	91	17	eˀido	NA	Banane	banana	pisang	eˀito	NA	NA	NA	(DIA) eˀito	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	IIIz34	NA	NA
8_1688386348	i	91	18	idoˀeˀa	NA	NA	NA	NA	itoˀeˀa	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688386475	i	91	19	eidoho	NA	(""das zu Trinkende"" =) Getränk	(""the thing to drink"" =) drink	(""hal yang diminum"" =) minuman	eitoho	NA	NA	NA	(DIA) itə, eitoho	NA	NA	NA	NULL	NULL	itə	NA	NA	NA	NA	NA	NA	NA
8_1688386583	i	92	1	eidoka	NA	Wunde	wound	luka	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s ˀitoka, eidakoˀa	see ˀitoka , eidakoˀa	lihat ˀitoka , eidakoˀa
8_1688387285	i	92	2	ĩxã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688390039	i	92	3	eˀixa	NA	was	What	Apa?	eˀíaha	NA	NA	NA	(DIA) eˀíaha	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688390123	i	92	4	ixi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688390168	i	92	5	ĩxĩãmã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s hĩãmã	see hĩãmã	lihat hĩãmã
8_1688390226	i	92	6	ixipu	NA	zerschneideǃ	cut up! (Sg)	potong! (bentuk tunggal)	hixipu	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688390468	i	92	7	eixu	NA	Bug eines Bootes	Bow of a boat	Haluan perahu	NA	NA	NA	NA	NA	ijuŋ 'Nase'	NA	47	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688390821	i	92	8	ˀiˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688391081	i	92	9	[ˀ]iˀia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ˀia	NA	NA	NA	NA	NA	NA	NA
8_1688391208	i	92	10	eiˀĩ́ã	1	Rotanart	rattan type	jenis rotan	epaˀe	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s iˀia ; H88:276 èije 'de rottan manou met eetbare vruchten', d.h. DEC 557 Calamus Manan	see iˀia ; H88:276 èije 'the rottan manou with edible fruits' , i.e. DEC 557 Manan's reed	lihat iˀia; H88:276 èije 'rottan manou dengan buah yang dapat dimakan', yaitu DEC 557 buluh Manan
8_1688391284	i	92	11	eiˀĩã	2	d Große	the great	yang hebat	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	aiˀĩõ?	NA	NA	NA	NA	NA	NA	NA
8_1688391595	i	92	12	ĩˀĩ́ã	NA	Mitehefrau, die FrauEN eines Bigamisten	fellow wife , the wives of a bigamist	sesama istri, istri kedua dari pelaku bigami	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688391651	i	92	13	iˀíaha	NA	wo?, wohin?	where , to where?	ke mana, ke mana?	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	eˀíaha	NA	NA	NA	NA	§ 27b	NA	NA
8_1688391955	i	93	1	ˀiˀika	NA	NA	NA	NA	ˀiˀike:	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ˀika	NA	NA	NA	NA	s nĩkã dgl	see nĩkã and the like	lihat nĩkã dan sejenisnya
8_1688392016	i	93	2	ˀiˀike	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688392298	i	93	3	ˀiˀiko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688392361	i	93	4	ˀiˀĩnṹpĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s ˀĩnṹpĩ	see ˀĩnṹpĩ	lihat ˀĩnṹpĩ
8_1688392450	i	93	5	iˀio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688392941	i	93	6	iˀioo	NA	an, bei, zu (bei Personen); mit, mittels (instrumental) - immer mit einem substantivischen oder pronominalen Attribut	to , with , to (for people) ; with , by means of (instrumental) - always with a substantival or pronomial attribute	untuk , dengan , kepada (untuk orang) ; dengan , dengan cara (instrumental) - selalu dengan atribut substantif atau pronomial	ˀo, ˀoo	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML pada	ML pada	ML pada	§§  28-30	NA	NA
8_1688392998	i	93	7	eiˀíoho:i	NA	Mittelsmann, Vermittler	Middle man , mediator	Orang tengah, mediator	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688393035	i	93	8	ˀiˀita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s ˀita	see ˀita	lihat ˀita
8_1688393196	i	93	9	ˀĩˀĩyã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688393328	i	93	10	iji	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688394866	i	93	11	iji	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688394980	i	94	2	ijida	NA	dort	there	di sana	itita, idida, idita	NA	NA	NA	(SD) itita, idida, idita	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688395079	i	94	3	ˀika	1	wir, ich und du, uns	We , me and you (sg) , us	Kami, saya dan Anda (bentuk tunggal), kita	NA	NA	NA	NA	NA	kita	NA	47	NULL	NULL	NA	NA	NA	NA	NA	in ; §§ 4, 14	inclusive ; §§ 4 , 14	inklusif; §§ 4, 14
8_1688395203	i	94	4	ˀika	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688395983	i	94	5	ˀíkaˀa	NA	wir alle, ich und ihr	all of us , me and you (pl)	kita semua, aku dan kamu (bentuk jamak)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ˀika	1	NA	NA	NA	in ; §§ 4, 14: Der feine Unterschied zwischen ˀika (einer Art Dual) und ˀíkaˀa (Pl, mehr als zwei Personen) ist im Sprachgebrauch bereits stark verblaßt. In dem heute (= 1938) gebräuchlichen Idiom verwendet man meistens nur noch ˀika.	inclusive ; §§ 4 , 14: The fine distinction between ˀika (a kind of dual) and ˀíkaˀa (plural , more than two persons) has already faded in linguistic usage. In today's (= 1938) common idiom one mostly only uses ˀika.	inklusif ; §§ 4, 14: Perbedaan halus antara ˀika (untuk bentuk ganda) dan ˀíkaˀa (jamak, lebih dari dua orang) telah memudar dalam penggunaan bahasa. Dalam idiom umum saat ini (= 1938), sebagian besar hanya menggunakan ˀika.
8_1688396191	i	94	6	ˀikáhadia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688423608	i	94	7	ikárara	NA	wirklich, sehr	really , very	sungguh, sangat	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 30c	NA	NA
8_1688423682	i	94	8	ˀikeˀe:i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688423784	i	94	9	ˀikenã·hã:ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s kẽnã	see kẽnã	lihat kẽnã
8_1688424086	i	94	10	ˀikĩnĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424322	i	94	11	ĩkõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	iSəq	NA	47	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688394929	i	94	94	ijiˀa	NA	nähe (ein Netz) ǃ	knit (a net)! (sg)	merajut (jaring)! (bentuk tunggal)	iciˀa	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424407	i	95	1	ˀikoko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424513	i	95	2	koˀo:ixa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424569	i	95	3	ilita	NA	dort	there	di sana	itita	NA	NA	NA	WD itita	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424620	i	95	4	ĩmã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424698	i	95	5	eĩmĩĩ	NA	Schurz, Leibbinde	apron , waistband	celemek, ikat pinggang	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688424748	i	95	6	eimĩˀĩ	NA	Bündel	Bunch	Bungkusan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	mĩˀĩ	1	NA	NA	NA	NA	NA	NA
8_1688424816	i	95	7	einã-	NA	Präfix des Nomen actionis perfecti	Prefix of the noun actionis Perfecti	Awalan dari kata benda aksi perfektif	eita-, eida-	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	§ 59	NA	NA
8_1688425516	i	95	9	inãˀã:ũã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688425593	i	95	9	e[ˀ]inãhãpĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s hãpĩ, § 59b	see hãpĩ , § 59b	lihat hãpĩ , § 59b
8_1688425657	i	95	10	e[ˀ]inãmĩxĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s [mĩ]mĩxĩ ""	see [mĩ]mĩxĩ ""	lihat [mĩ]mĩxĩ ""
8_1688425907	i	95	11	ˀinãmõ	NA	geschlechtsreif sein, heranwachsen	to be sexually mature , to grow up	menjadi dewasa secara seksual, menjadi dewasa	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688425974	i	95	12	ˀinẽnẽ, ˀĩnẽnẽ́ãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s nẽnẽ	see nẽnẽ	lihat nẽnẽ
8_1688426171	i	95	13	inə·haˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	niə + MTH?	NA	NA	NA	NA	NA	NA	NA
8_1688426411	i	96	1	inṍṍ uˀíaha	NA	laß nurǃ	Just leave itǃ (sg)	Biarkan sajaǃ (bentuk tunggal)	mũˀinṍṍmaha uˀíaha, idoo uˀiaha	NA	NA	NA	arch	NA	NA	NA	NULL	NULL	NA	NA	ML biarlah	ML biarlah	ML biarlah	G39	NA	NA
8_1688427012	i	96	2	ĩnõĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688427463	i	96	3	inõnõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688427725	i	96	4	eˀinõnõ	NA	Blattscheide, Blattfaser	Leaf sheath , leaf fiber	Selubung daun, serat daun	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	DEC inono 'bladscheede van Areca catechu' ; H16 èènono oepo 'de taaie bladscheede van den betelnootpalm' ; èènono oeèpo 'de taaie bladscheede van den niboengpalm'	DEC inono 'leaf sheath of Areca catechu' ; H16 èènono oepo 'the tough leaf sheath of the betel nut palm' ; èènono oeèpo 'the tough leaf sheath of the niboeng palm'	DEC inono 'selubung daun pinang' ; H16 èènono oepo 'selubung daun yang keras dari pohon pinang' ; èènono oeèpo 'selubung daun yang keras dari pohon niboeng'
8_1688428007	i	96	5	inõnõ·ãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688428091	i	96	6	inõñ[ĩ́]ãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ĩnõĩ	NA	NA	NA	NA	NA	NA	NA
8_1688428153	i	96	7	ˀinũ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688430183	i	97	1	ˀinũ-	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688430345	i	97	2	inũnũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688430466	i	97	3	ˀĩnṹpĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
8_1688430828	i	97	4	ˀĩnũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
