ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_loanword_form,stem_loanword_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised
307,11_1686193947,b,24,18,eba:iˀiodəha,eba:i'iodu̇ha,NA,"Orkan, Sturm","Hurricane , storm","Badai, badai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b a:i ' i o d u̇ h a
308,11_1686193981,b,24,19,abaiya,abaiya,NA,NA,NA,NA,abéiya,abeiya,a b e i y a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ia,NA,NA,NA,NA,NA,NA,NA,a b a i y a
309,11_1686194592,b,25,1,ebaka,ebaka,1,"Auge, Gesicht, Vorderseite; Hauptsache; Fahrrinne; Korn (Hilfszählwort für Früchte)","eye , face , front ; Main thing ; Fairway ; Grain (auxiliary count word for fruit)","mata, wajah, depan; Hal utama; Jalur; Biji-bijian (kata bantu bilangan/numeralia untuk buah)",NA,NA,NA,NA,NA,NA,NA,maCa,NA,10,NULL,NULL,NA,NA,NA,NA,NA,§ 34b,§ 34b,§ 34b,e b a k a
310,11_1686194746,b,25,2,baka,baka,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ma-əntaq (PAN) ; maˀta (Si),NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b a k a
311,11_1686194928,b,25,3,ebakao,ebakao,NA,"Schweinenetz, Schweinenetz-Länge = zwölf Klafter (Hilfszählwort)","Pig Net , Pig Net Length = twelve fathoms (auxiliary count word)","Jaring Babi, Panjang Jaring Babi = dua belas depa (kata bantu bilangan/numeralia)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 34d,§ 34d,§ 34d,e b a k a o
312,11_1686195157,b,25,4,ebakua,ebakua,NA,"Stück, Gebiet (Hilfszählwort bei Pflanzungen usw)","Piece , area (auxiliary counter word for plantings , etc.)","bagian , area (kata bantu bilangan/numeralia untuk penanaman, dll.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 34d,§ 34d,§ 34d,e b a k u a
313,11_1686195257,b,25,5,ebao,ebao,NA,Knollenfrucht,Tuber,Umbi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML ubi,ML ubi,ML ubi,"aber DEC 2181 und Heyne 147/4444 èbaè 'Manihot utilissima, also Cassava oder Maniok","but DEC 2181 and Heyne 147/4444 èbaè 'Manihot utilissima' , i.e. cassava or manioc","namun DEC 2181 dan Heyne 147/4444 èbaè 'Manihot utilissima', yaitu singkong atau ubi kayu",e b a o
314,11_1686793185,b,26,1,eabarabia,eabarabia,NA,NA,NA,NA,eababaria,eababaria,e a b a b a r i a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,parabi,NA,NA,NA,NA,NA,NA,NA,e a b a r a b i a
315,11_1686793219,b,26,2,bariˀo,bari'o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pariˀo,NA,NA,NA,NA,NA,NA,NA,b a r i ' o
316,11_1686793592,b,26,3,ba:uba,ba:uba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b a:u b a
317,11_1686793784,b,26,4,ebawaa,ebawaa,NA,Zwiebel,Onion,Bawang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b a w a a
318,11_1686793829,b,26,5,ebayuu,ebayuu,NA,Jacke,Jacket,Jaket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b a y u u
319,11_1686793906,b,26,6,be,be,NA,"weil, denn","because , for","karena, untuk",mẽ,mẽ,m ẽ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"§§ 15f, 24a","§§ 15f , 24a","§§ 15f , 24a",b e
320,11_1686794155,b,26,7,ebee,ebee,NA,"Saft, Flüssigkeit","Juice , liquid","Jus, cairan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b e e
321,11_1686794193,b,26,8,ebebee,ebebee,NA,Ente,duck,bebek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b e b e e
322,11_1686794266,b,26,9,ebedi,ebedi,NA,"Weißer, Europäer","White , European","Putih, Eropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,MOD 243 bedi 'eine Art Lanze',MOD 243 means 'a kind of lance',MOD 243 berarti 'semacam tombak',e b e d i
323,11_1686794321,b,26,10,bedibedi,bedibedi,NA,Taro,taro,talas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML keladi ; Colocasia antiquorum Schott,ML keladi ; Colocasia antiquorum Schott,ML keladi; Colocasia antiquorum Schott,NA,NA,NA,b e d i b e d i
324,11_1686794365,b,26,11,bedika,bedika,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b e d i k a
325,11_1686794619,b,26,12,bedo·i,bedo·i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b e d o · i
326,11_1686794816,b,26,13,ebedoa,ebedoa,NA,"Fluß, Flußmündung","River , river mouth","Sungai, muara sungai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,Sich eloa ; Sim luan,Sich eloa ; Sim luan,Sich eloa; Sim luan,NA,NA,NA,e b e d o a
327,11_1686795018,b,26,14,ebeduˀu,ebedu'u,NA,Boot,boat,perahu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b e d u ' u
328,11_1686795052,b,26,15,beˀe:u,be'e:u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,eˀe:u,NA,NA,NA,NA,NA,NA,NA,b e ' e:u
329,11_1686795170,b,26,16,behe,behe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b e h e
330,11_1686795699,b,27,1,beho,beho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b e h o
331,11_1686795758,b,27,2,beiji,beiji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,eici,2,NA,NA,NA,NA,NA,NA,b e i j i
332,11_1686795834,b,27,3,ebeo,ebeo,NA,Hund,Dog,Anjing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,XIz29: Hunde wurden aus Sumatra importiert,XIz29: Dogs were imported from Sumatra,XIz29: Anjing-anjing diimpor dari Sumatra,e b e o
333,11_1686795954,b,27,4,beo·ho:i,beo·ho:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b e o · h o:i
334,11_1686795999,b,27,5,ebetii,ebetii,NA,Eisen,iron,besi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML besi,ML besi,ML besi,NA,NA,NA,e b e t i i
335,11_1686796068,b,27,6,Beˀuˀua,Be'u'ua,NA,ein ehemaliger Ort an der Nordostküste von Enggano nahe dem heutigen Malakõnĩ,A former place on the northeast coast of Enggano near today's Malakõnĩ,Sebuah tempat yang dulunya berada di pesisir timur laut Enggano dekat dengan Malakõnĩ saat ini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,B e ' u ' u a
336,11_1686796109,b,27,7,bəaˀa,bu̇a'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pəaˀa,NA,NA,NA,NA,NA,NA,NA,b u̇ a ' a
337,11_1686796144,b,27,8,bəáho,bu̇áho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,bəha,NA,NA,NA,NA,NA,NA,NA,b u̇ á h o
338,11_1686796248,b,27,9,ebədə́aha:u,ebu̇du̇́aha:u,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML bayur,ML bayur,ML bayur,"DEC 2892 Pterospermum Jackianum Wall. ; 51z12,53z27","DEC 2892 Pterospermum Jackianum Wall. ; 51z12 ,53z27","DEC 2892 Pterospermum Jackianum Wall; 51z12 ,53z27",e b u̇ d u̇ ́ a h a:u
339,11_1686796370,b,27,10,bə́ˀəa,bu̇́'u̇a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,póˀoa,NA,NA,NA,NA,vgl pəˀeka,compare pəˀeka,bandingkan pəˀeka,b u̇ ́ ' u̇ a
340,11_1686797147,b,27,11,bəha,bu̇ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u̇ h a
341,11_1686797766,b,28,1,bibi,bibi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s ˀibi[a], edaˀibia 'Feind, Gegner'","see ˀibi[a] , edaˀibia 'enemy , adversary'","lihat ˀibi[a] , edaˀibia 'musuh , lawan'",b i b i
342,11_1686797816,b,28,2,ebici,ebici,NA,Oberschenkel,Thigh,Paha,NA,NA,NA,NA,NA,NA,NA,betis ?,NA,6,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b i c i
343,11_1686797859,b,28,3,ebidibidii,ebidibidii,NA,Beriberi-Krankheit,Beriberi disease,Penyakit beri-beri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b i d i b i d i i
344,11_1686797892,b,28,4,ebidiˀi,ebidi'i,NA,Zimmer,Room,Kamar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b i d i ' i
345,11_1686797933,b,28,5,ebixu,ebixu,NA,"Wespe, Biene","Wasp , bee","Tawon , lebah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b i x u
346,11_1686797975,b,28,6,bikaˀaho:i,bika'aho:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b i k a ' a h o:i
347,11_1686798064,b,28,7,bikebi,bikebi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b i k e b i
348,11_1686798193,b,28,8,ebita,ebita,NA,"Abschnitt, Beet, Sektor (Hilfszählwort bei Pflanzungen)","Section , (flower/vegetable)bed , sector (auxiliary count word for plantings)","Bagian , petak (bunga/sayuran) , sektor (kata bantu bilangan/numeralia untuk penanaman)",NA,NA,NA,NA,NA,NA,NA,bidang ?,NA,6,NULL,NULL,NA,NA,NA,NA,NA,§ 34d,§ 34d,§ 34d,e b i t a
349,11_1686798242,b,28,9,ebiu,ebiu,NA,Holzwurm,Woodworm,Cacing kayu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H16 èbie[j]oe,H16 èbie[j]oe,H16 èbie [j] oe,e b i u
350,11_1686798499,b,28,11,eboˀaboˀa,ebo'abo'a,NA,Kürbisart,Pumpkin type,Jenis labu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"DEC 936 èbok-èboke 'Cucurbita Pepo L, Schmuckkürbis'","DEC 936 èbok-èboke 'Cucurbita Pepo L , decorative pumpkin'","DEC 936 èbok-èboke 'Cucurbita Pepo L, labu hias'",e b o ' a b o ' a
351,11_1686798526,b,28,12,ebobo,ebobo,NA,Lunge,lung,paru-paru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,MTW bo,MTW bo,MTW bo,NA,NA,NA,e b o b o
352,11_1686798566,b,28,13,bobokeke,bobokeke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o b o k e k e
353,11_1686798624,b,28,14,epabodikii,epabodikii,NA,"Kampf, Krieg","Fight , war","Pertarungan, perang",epaborikii,epaborikii,e p a b o r i k i i,NA,NA,NA,epaborikii (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p a b o d i k i i
354,17_1687267686,b,29,1,ebodohá:ua,ebodohá:ua,NA,Boot,boat,perahu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,edoh[ə]ao?,NA,NA,NA,NA,G69,G69,G69,e b o d o h á:u a
355,17_1687267829,b,29,2,ebodu,ebodu,NA,Sache,Matter/Thing/Object/Issue,Materi/Benda/Objek/Persoalan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,edobu MTH,NA,NA,NA,NA,NA,NA,NA,e b o d u
356,17_1687267982,b,29,3,ebohe,ebohe,NA,"Speer, Lanze","Speer , lance","Lembing, tombak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b o h e
357,17_1687268422,b,29,4,bohei,bohei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o h e i
358,17_1687268517,b,29,5,eboho:iyo,eboho:iyo,NA,Sehne des Bogens (aus Bast),Bowstring (of bast),Tali busur (dari kulit pohon),eˀoboho:iyo,e'oboho:iyo,e ' o b o h o:i y o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b o h o:i y o
359,17_1687268565,b,29,6,ebohoyo,ebohoyo,NA,"das Tau, der Strick","The rope , the rope","Tali, tali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b o h o y o
360,17_1687268863,b,29,7,boke·ke,boke·ke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o k e · k e
361,17_1687269077,b,29,8,boˀo,bo'o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o ' o
362,17_1687269204,b,29,9,ebóˀoa,ebó'oa,NA,Hausschwein (große Art),House pig (big species),Babi rumah (spesies besar),NA,NA,NA,NA,NA,NA,NA,bəRək?,NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b ó ' o a
363,17_1687269638,b,29,10,boˀo:i·xi,bo'o:i·xi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,poˀo:i?,NA,NA,NA,NA,NA,NA,NA,b o ' o:i · x i
364,17_1687269804,b,29,11,boˀoki,bo'oki,NA,explodieren,explode,meledak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,poˀoki,NA,NA,NA,NA,NA,NA,NA,b o ' o k i
365,17_1687351514,b,30,1,bopo,bopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o p o
366,17_1687352135,b,30,2,boriki,boriki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b o r i k i
367,17_1687352238,b,30,3,bu-,bu-,NA,Verbalpräfix,Verbal prefix,Awalan/prefiks verbal,b-; m(ũ)-,b-; m(ũ)-,b - ; # m ( ũ ) -,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"§§ 15j, 16, 49","§§ 15j , 16 , 49","§§ 15j , 16 , 49",b u -
368,17_1687352282,b,30,4,-bu,-bu,NA,dein,your (sg),anda (bentuk tunggal),-mũ,-mũ,- m ũ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 11,§ 11,§ 11,- b u
369,17_1687352411,b,30,5,bua,bua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u a
370,17_1687352489,b,30,6,buaha,buaha,NA,Onomatopoetikon für das Rascheln von dürren Blättern,Onomatopoeia for the rustle of dead leaves,Onomatope untuk gemerisik daun-daun mati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u a h a
371,17_1687352731,b,30,7,búa:i,búa:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b ú a:i
372,17_1687352852,b,30,8,ebubu,ebubu,1,Flußfisch,River fish,Ikan sungai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,aber H16 èboeboe 'zeevis',but H16 èboeboe 'sea fish',namun H16 èboeboe 'ikan laut',e b u b u
373,17_1687352975,b,30,9,bubu,bubu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u b u
374,17_1687353046,b,30,10,ebubuu,ebubuu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b u b u u
375,17_1687353106,b,30,11,ebubuˀo,ebubu'o,NA,Fischreuse,fishnet (a special kind of sacklike net for catching fish),jala ikan (sejenis jaring seperti karung khusus untuk menangkap ikan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b u b u ' o
376,17_1687353415,b,30,12,bubúˀui,bubú'ui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u b ú ' u i
377,17_1687349579,b,31,1,eabuda,eabuda,NA,das Kochen,the cooking,memasak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,puda,NA,tr,transitive,transitif,109z10 jedoch: Kochgefäß,109z10 however: cooking vessel,109z10 namun: bejana memasak,e a b u d a
378,17_1687349779,b,31,2,budahíaˀa,budahía'a,NA,"beinahe, fast",almost,hampir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,aber H16 boedahiejaq '5 uur in den morgen',but H16 boedahiejaq '5 o'clock in the morning',namun H16 boedahiejaq 'jam 5 pagi',b u d a h í a ' a
379,17_1687349860,b,31,3,budara,budara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u d a r a
380,17_1687349915,b,31,4,budu,budu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pudu,2,NA,NA,NA,NA,NA,NA,b u d u
381,17_1687349949,b,31,5,bue,bue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s abue,see abue,lihat abue,b u e
382,17_1687350081,b,31,6,buho,buho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u h o
383,17_1687350246,b,31,7,ebúhui,ebúhui,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML bercung,ML bercung,ML bercung,NA,NA,NA,e b ú h u i
384,17_1687350444,b,31,8,bui,bui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pue ?,NA,NA,NA,NA,NA,NA,NA,b u i
385,17_1687350479,b,31,9,bukai,bukai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pukai,NA,NA,NA,NA,NA,NA,NA,b u k a i
386,17_1687350573,b,31,10,Bukixi,Bukixi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,B u k i x i
387,17_1687350630,b,31,11,Bukuˀudu,Buku'udu,NA,Bengkulen,Bengkulu,Bengkulu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,B u k u ' u d u
388,17_1687351075,b,31,12,buo,buo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u o
389,17_1687351248,b,31,13,buo,buo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀobu ?,NA,NA,NA,NA,NA,NA,NA,b u o
390,17_1685338978,b,32,1,buodo,buodo,NA,"einst, früher, lange; alt (von Sachen)","once , earlier , long ; old (of things)","sekali , sebelumnya , lama ; tua (untuk benda)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,b u o d o
391,17_1685339043,b,32,2,ebuohoo,ebuohoo,NA,Wildkatze,Wildcat,Kucing liar,NA,NA,NA,NA,NA,NA,NA,musang,NA,6,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b u o h o o
392,17_1685339124,b,32,3,buru·aˀa,buru·a'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pudu,2,NA,NA,NA,NA,NA,NA,b u r u · a ' a
393,17_1685339298,b,32,4,ebùru-burúú,ebùru-burúú,NA,Vogel,Bird,Burung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e b ù r u - b u r ú ú
394,17_1685339499,b,32,5,buru·hi,buru·hi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,pudu,2,NA,NA,NA,NA,NA,NA,b u r u · h i
395,17_1685339537,b,32,6,buˀui,bu'ui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s bubúˀui,see bubúˀui,lihat bubúˀui,b u ' u i
396,17_1685453857,c,32,1,c,c,NA,j des SD entspricht c der Übrigen Dialekte,J of the southern dialect corresponds to C of the other dialects,J dari dialek selatan sesuai dengan C dari dialek lainnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,K40:83,K40:83,K40:83,c
397,17_1685454158,c,32,2,ciˀa,ci'a,NA,"nähe, durchbohreǃ","knit , pierce!","merajut, menusuk!",ciciˀa; jijiˀa; iciˀa,cici'a; jiji'a; ici'a,c i c i ' a ; # j i j i ' a ; # i c i ' a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,c i ' a
398,17_1685454320,c,32,3,ciabi,ciabi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,c i a b i
399,17_1685454494,c,32,4,ciki,ciki,NA,Psstǃ (Interjektion des Schweigenlassens),Psstǃ (interjection of keeping-silent),Psstǃ (kata seru untuk diam),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,c i k i
400,12_1685931291,d,28,12,edapuda,edapuda,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML lepuh pasir,ML lepuh pasir,ML lepuh pasir,NA,NA,NA,e d a p u d a
401,17_1685454542,d,33,1,d,d,NA,ist gleichwertig mit r,is equivalent with r,setara dengan R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d
402,17_1685454601,d,33,2,d,d,NA,ist mit t des WD gleichwertig,is equivalent with T of the western dialect,setara dengan T dari dialek barat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d
403,17_1685454733,d,33,3,d-,d-,NA,"Wortstämme mit k- können durch Pränasalierung mit d-, r- oder n- anlauten","Word stems with k- can start with d- , r- or n- by prenasalization","Kata yang diawali dengan k- dapat diawali dengan d- , r- atau n- dengan prenasalisasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 42a,§ 42a,§ 42a,d -
404,17_1685454858,d,33,4,da-,da-,NA,sie (pronominales Präfix 3.Pl,they (pronominal prefix 3rd Person Plural),mereka (awalan pronominal orang ketiga jamak),la-; nã-,la-; nã-,l a - ; # n ã -,NA,NA,NA,"la- (DIA), nã- (DIA)",NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 151,§ 151,§ 151,d a -
405,17_1685454978,d,33,5,-da,-da,1,ihr(e) (Possessivsuffix),"her (f. Singular) , their (possessive suffix)","-nya (bentuk tunggal untuk fem./perempuan) , mereka (akhiran/sufiks posesif/kepemilikan)",-ta; -ra; -nã,-ta; -ra; -nã,- t a ; # - r a ; # - n ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"§§ 11, 12a, 15k","§§ 11 , 12a , 15k","§§ 11, 12a, 15k",- d a
406,17_1685455070,d,33,6,-da,-da,2,Hervorhebungssuffix,emphasis suffix,akhiran/sufiks yang memberi penekanan,-ra,-ra,- r a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s -daˀa, -daha","see -daˀa , -daha","lihat -daˀa , -daha",- d a
