example_id	stem_id	example_form	example_GermanTranslation	example_variant	example_GermanTranslationVariant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	example_crossref	example_remark	example_complete	example_dialect_variant	create_by	create_date	update_by	update_date
10_1689228909_6	10_1689228909	hoo baudúaʔa	bereits vorangegangen, zuerst in Angriff genommen haben	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	10	2023-07-15 16:10:25	NULL	NULL
10_1689228909_7	10_1689228909	kidaudúaʔa	jmd wird vorangegangen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	10	2023-07-15 16:10:25	NULL	NULL
10_1689228909_8	10_1689228909	edauduaʔa	der, dem vorangegangen wird	edabauduaʔa	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	10	2023-07-15 16:10:25	NULL	NULL
10_1689228909_9	10_1689228909	eudu ukaʔudara	Dorfoberhaupt	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	10	2023-07-15 16:10:25	NULL	NULL
10_1689437585_0	10_1689437585	eʔudu uʔito	Fischart	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-15 16:13:05	NULL	NULL
10_1689438210_0	10_1689438210	kaʔudúhui	ritzen, markieren, behauen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-15 16:23:30	NULL	NULL
10_1689438210_1	10_1689438210	hoo baʔudúhui	ritzte bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-15 16:23:30	NULL	NULL
10_1689438210_2	10_1689438210	eahaʔudúhui	das Schnitzen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-15 16:23:30	NULL	NULL
10_1689438417_0	10_1689438417	iudua	am Oberlauf	iurua	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-15 16:26:57	NULL	NULL
10_1689438901_0	10_1689438901	kaudui:	NA	NA	NA	NA	NA	NA	NA	eudu	NA	NA	NA	y	NA	10	2023-07-15 16:35:01	NULL	NULL
10_1689481601_0	10_1689481601	kahamũkĩ	etwas roh essen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:26:41	NULL	NULL
10_1689481601_1	10_1689481601	eahamṹkĩ	das roh Essen	NA	NA	NA	NA	NA	NA	NA	NA	G37	NA	y	NA	10	2023-07-16 04:26:41	NULL	NULL
10_1689482313_0	10_1689482313	kidixoo mãmũkõʔõ	wurde bereits geraucht	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:38:33	NULL	NULL
10_1689482313_1	10_1689482313	kinãmũkõʔõ	wird geraucht	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:38:33	NULL	NULL
10_1689482581_0	10_1689482581	kamũkõʔõ:ĩ	NA	NA	NA	NA	NA	NA	NA	pũkõʔõ:ĩ:	NA	NA	NA	y	NA	10	2023-07-16 04:43:01	NULL	NULL
10_1689483087_0	10_1689483087	kimũmũhã:	eng	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:51:27	NULL	NULL
10_1689483359_0	10_1689483359	kipamũmũʔṹĩ	(Haar, Tau) verwirrt, durcheinander	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:55:59	NULL	NULL
10_1689483359_1	10_1689483359	eakadio pamũmũʔṹĩ	das Tau ist verwirrt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:55:59	NULL	NULL
10_1689483359_2	10_1689483359	kipamũmũʔṹĩyáʔa	etwas verwirren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 04:55:59	NULL	NULL
10_1689483784_0	10_1689483784	emũnĩʔã kaʔũʔũĩ	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689483784_1	10_1689483784	emũnĩʔã kaʔuda:ixo	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689483784_2	10_1689483784	emũnĩʔã kaʔikoko	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689483784_3	10_1689483784	emũnĩʔã ekoʔãmãkã	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689483784_4	10_1689483784	eahã:ĩnõmã:ĩñã	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML kerapu karang	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689483784_5	10_1689483784	emũnĩʔã eahã:ũnẽkẽ:ĩñã	dgl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:03:04	NULL	NULL
10_1689484421_0	10_1689484421	nãʔãẽ	NA	nãʔãnĩ; nãkũãnõ; nãmãnĩxõ = nãʔũmãnã; (nãmãhã:ũmã)	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-16 05:13:41	NULL	NULL
10_1689592308_0	10_1689592308	kinãʔã	bringen, holen, empfangen, an-, auf-, wegnehmen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_1	10_1689592308	kinãʔã yai	herbringen, importieren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_10	10_1689592308	kamãnãʔã	holen, bringen, nehmen	kaʔinãʔã u-	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_11	10_1689592308	kamãʔĩnãʔã	er nahm mit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_12	10_1689592308	dimãʔĩnãʔã	sie holen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_13	10_1689592308	kia ainãʔã	er nahm	NA	NA	NA	NA	NA	NA	NA	NA	125z11	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_14	10_1689592308	eaʔinãʔã	das Mitnehmen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_2	10_1689592308	kinãnãʔã	zu bringen pflegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_3	10_1689592308	kinĩnãʔã	genommen werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_4	10_1689592308	hoo mũnãʔã	genommen haben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_5	10_1689592308	enĩnãʔã	d Genommene, Gebrachte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_6	10_1689592308	enãʔã yai	Import(iertes)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_7	10_1689592308	enãʔãhõ	Mitzunehmender	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_8	10_1689592308	kinãʔã yaha:e	ert holt weg, entfernt	NA	NA	NA	NA	NA	NA	NA	NA	105z17	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689592308_9	10_1689592308	enãʔə̃ãnã	mitgenommen	NA	NA	NA	NA	NA	NA	NA	NA	106z34	NA	y	NA	10	2023-07-17 11:11:48	NULL	NULL
10_1689593555_0	10_1689593555	enãʔãhã:ĩã	jüngere Schwester, verstobener (!) jüngerer Bruder	NA	NA	NA	NA	NA	NA	NA	NA	132z15: ; 132z22:	NA	y	NA	10	2023-07-17 11:32:35	NULL	NULL
10_1689593732_0	10_1689593732	kanãʔãhĩã	Pl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:35:32	NULL	NULL
10_1689593919_0	10_1689593919	kaʔanãʔãnãã	trocken sein, nicht transpirieren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:38:39	NULL	NULL
10_1689594303_0	10_1689594303	kaʔinãʔã:ə̃ã	wird nehmen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:45:03	NULL	NULL
10_1689594303_1	10_1689594303	kai mãʔĩnãʔã:ə̃ã	kommen, um zu bringen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 11:45:03	NULL	NULL
10_1689594303_2	10_1689594303	nãmũnãʔã:õhã	sie nehmen	NA	NA	NA	NA	NA	NA	NA	NA	108z6	NA	y	NA	10	2023-07-17 11:45:03	NULL	NULL
10_1689597605_0	10_1689597605	kanãʔãpũãhã	die verstorbenen Großeltern	NA	NA	NA	NA	NA	NA	NA	NA	s edaʔa-	NA	y	NA	10	2023-07-17 12:40:05	NULL	NULL
10_1689598407_0	10_1689598407	nã́ẽnũ	deine (eiglt. eure) Mutter	NA	NA	NA	NA	NA	NA	NA	NA	§ 11b	NA	y	NA	10	2023-07-17 12:53:27	NULL	NULL
10_1689598407_1	10_1689598407	kahonãẽ	Pl	NA	NA	NA	NA	NA	NA	NA	NA	§ 2c	NA	y	NA	10	2023-07-17 12:53:27	NULL	NULL
10_1689598407_2	10_1689598407	nãẽ hii amã	Eltern, Mutter und Vater	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 12:53:27	NULL	NULL
10_1689598407_3	10_1689598407	enãẽ uʔapo	Daumen (Francis nai afo)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 12:53:27	NULL	NULL
10_1689598407_4	10_1689598407	enãẽ uae	große Zehe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 12:53:28	NULL	NULL
10_1689598634_0	10_1689598634	nãhã Kiuĩĩ	Mutter des Kiuĩĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 12:57:14	NULL	NULL
10_1689599119_0	10_1689599119	ámãnãĩ	mein (eigtl. unser) Vater	NA	NA	NA	NA	NA	NA	NA	NA	§ 11b	NA	y	NA	10	2023-07-17 13:05:19	NULL	NULL
10_1689602963_0	10_1689602963	e[h]anã́:ĩ́ʔĩã	Schlachtplatz, Dorfgemeinschaft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:09:23	NULL	NULL
10_1689602963_1	10_1689602963	ʔakoru hanã́:ĩ́ʔĩã	drei Schlachtplätze	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:09:23	NULL	NULL
10_1689603451_0	10_1689603451	kahanãkã	eine Schnur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:17:31	NULL	NULL
10_1689603451_1	10_1689603451	ʔanõhãnãkã	zwei Schnüre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:17:31	NULL	NULL
10_1689604133_0	10_1689604133	enãkõ	reife Bananen, reife Frucht	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_1	10_1689604133	kanãkõ	reif sein	kamãnãkõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_2	10_1689604133	hoo mãnãkõ	bereits reif sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_3	10_1689604133	eanãkõ	das Reifen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_4	10_1689604133	kipanã́kõ	schnell reifen lassen (zB Früchte im Reis aufbewahren, damit sie schnell reifen); etwas aufbewahren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_5	10_1689604133	hoo panãkõ	bereits aufbewahrt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_6	10_1689604133	enĩpanãkõ	d Aufbewahrte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604133_7	10_1689604133	epahanãkõã	Aufbewahrensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:28:53	NULL	NULL
10_1689604895_0	10_1689604895	enãnã uʔue	Dünung, Woge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:41:35	NULL	NULL
10_1689604895_1	10_1689604895	enãnã ukabóbo	Brandung des Meeres	NA	NA	NA	NA	NA	NA	NA	NA	G69	NA	y	NA	10	2023-07-17 14:41:35	NULL	NULL
10_1689605435_0	10_1689605435	enãnãʔã:ũnĩ	Pocken	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:50:35	NULL	NULL
10_1689605435_1	10_1689605435	kaʔanãnãʔã:ũnĩ	die Pocken haben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:50:35	NULL	NULL
10_1689605876_0	10_1689605876	kinãnãĩñã	zugrunde gehen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:57:56	NULL	NULL
10_1689605876_1	10_1689605876	kinãnãĩñãʔã	(Dakóaha) etwas beschädigen, zerstören, vernichten, abreißen (ein Haus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:57:56	NULL	NULL
10_1689605876_2	10_1689605876	unãnãĩñãʔã:ə̃nã	du zerstörtest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 14:57:56	NULL	NULL
10_1689606337_0	10_1689606337	kinãnãpã	flach, eben sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:05:37	NULL	NULL
10_1689606337_1	10_1689606337	kanãnãpã	geebnet sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:05:37	NULL	NULL
10_1689606337_2	10_1689606337	kinãnãpãhã́ʔã	mit etwas (ein)ebnen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:05:37	NULL	NULL
10_1689606337_3	10_1689606337	epanãnãpã	das, was zum (Ein-)Ebnen dient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:05:37	NULL	NULL
10_1689606431_0	10_1689606431	kipanãnãpũ	tropfen lassen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:07:11	NULL	NULL
10_1689606726_0	10_1689606726	kinãnãyã́ʔã	beschädigen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:12:06	NULL	NULL
10_1689606726_1	10_1689606726	enĩnãnãyãʔã	d Beschädigte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:12:06	NULL	NULL
10_1689606726_2	10_1689606726	eanãnãyãʔã	Beschädigungsmittel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:12:06	NULL	NULL
10_1689606928_0	10_1689606928	enãnĩoko udohoao	Loch zum Ablassen des Wassers im Boot	NA	NA	NA	NA	NA	NA	NA	NA	110z15	NA	y	NA	10	2023-07-17 15:15:28	NULL	NULL
10_1689607976_0	10_1689607976	enãpã	flaches Gelände, Ebene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_1	10_1689607976	idópo enãpã	auf dem flachen Land	inãpã	NA	NA	NA	NA	NA	NA	NA	G42	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_2	10_1689607976	kinãnãpã	flach, eben sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_3	10_1689607976	kipanãpã	etwas ausbreiten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_4	10_1689607976	hoo panãpã	breitete aus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_5	10_1689607976	kipanãpãhãʔã	zum Ausbreiten benutzen, etwas mit etwas ausbreiten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_6	10_1689607976	edipanãpã	d Ausgebreitete	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_7	10_1689607976	eapanãpã	Ausbreitensmittel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689607976_8	10_1689607976	epahanãpãhã	Ausbreitensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	10	2023-07-17 15:32:56	NULL	NULL
10_1689608811_0	10_1689608811	kanãpũ	Pl von ekãpũ	NA	NA	NA	NA	NA	NA	NA	NA	§ 2a	NA	y	NA	10	2023-07-17 15:46:51	NULL	NULL
11_1683683680_0	11_1683683680	ka eʔánaha	und dann	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 01:54:40	NULL	NULL
11_1683686300_0	11_1683686300	eubáka	unser (in) Haus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 02:38:20	NULL	NULL
11_1683687197_0	11_1683687197	hō baʔakaʔa	bereits Zähne haben	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	11	2023-05-12 04:13:40	NULL	NULL
11_1683687197_1	11_1683687197	ekaʔa ubō	Flußufer	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	11	2023-05-12 04:13:40	NULL	NULL
11_1683687197_2	11_1683687197	ekaʔa ukaʔá:iʔio	Lanzenspitze (aus Eisen)	NA	NA	NA	""""	NA	""""	NA	NA	MOD fig.27 auf S.172	NA	NA	NA	11	2023-05-12 04:13:40	NULL	NULL
11_1683687197_3	11_1683687197	ekaʔa ukoréa:o	Feile	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	11	2023-05-12 04:13:40	NULL	NULL
11_1683687197_4	11_1683687197	ekaʔa uipikoʔo:i	Pfeilspitze	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	11	2023-05-12 04:13:40	NULL	NULL
11_1683687335_0	11_1683687335	dabaʔikaʔa	sie fangen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	2023-05-10 02:55:35	NULL	NULL
11_1683688132_0	11_1683688132	eubákaʔa	unser (in) Haus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:08:52	NULL	NULL
11_1683689137_0	11_1683689137	ka + abəha	und nachdem (Konjunktion)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:25:37	NULL	NULL
11_1683689537_0	11_1683689537	kikaʔabu	vergessen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_1	11_1683689537	hō bukaʔabu	vergaß  bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_2	11_1683689537	kikaʔabui	jmd, etwas vergessen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_3	11_1683689537	dibukaʔabui	sie vergaßen etwas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_4	11_1683689537	ekaʔabua	Vergessensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_5	11_1683689537	eakaʔabu	das Vergessen	ekaʔabu	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_6	11_1683689537	ekaʔabuíaʔa	d Vergessene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_7	11_1683689537	ekaʔabuíaʔa:u edobu	mein Vergessenes waren die Sachen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689537_8	11_1683689537	ekaʔabuiyo	d zu Vergessende	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:32:17	NULL	NULL
11_1683689906_0	11_1683689906	nãmãkaʔa:ənãʔã	sie hängen etwas auf	NA	NA	NA	NA	NA	NA	NA	NA	90z26	NA	y	NA	11	2023-05-10 03:38:26	NULL	NULL
11_1683690932_0	11_1683690932	Kaʔahə́ao kamãnũhũnĩ	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	VIIz37ff	NA	NA	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_1	11_1683690932	Kaʔahə́ao eboʔoa	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_2	11_1683690932	Kaʔahə́ao kakorea	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	VIIIz12	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_3	11_1683690932	Kaʔahə́ao kapuʔuiyo uhobu	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	VIIIz14	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_4	11_1683690932	Kaʔahə́ao kakiʔiona	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_5	11_1683690932	Kaʔahə́ao kahanẽõmĩ	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683690932_6	11_1683690932	Kaʔahə́ao kapoʔo:udi	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-10 03:55:32	NULL	NULL
11_1683865326_0	11_1683865326	dabaʔakaʔá:iʔio	sie führten Krieg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:22:06	NULL	NULL
11_1683865326_1	11_1683865326	eaʔakaʔá:iʔio	das Kriegführen, Kämpfen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:22:06	NULL	NULL
11_1683865326_2	11_1683865326	kiʔobu baka:iʔioʔoi	sich anschicken, jmd zu bekriegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:22:06	NULL	NULL
11_1683865493_0	11_1683865493	kikaʔaka	ohnmächtig sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:24:53	NULL	NULL
11_1683865493_1	11_1683865493	eakaʔaka	Ohnmacht	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:24:53	NULL	NULL
11_1683865684_0	11_1683865684	ʔua kikaʔakixi	ich fälle (Bäume)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:28:04	NULL	NULL
11_1683865684_1	11_1683865684	dabadaʔakixi	sie fällen (Bäume)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:28:04	NULL	NULL
11_1683865784_0	11_1683865784	kikaʔana	kahl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:29:44	NULL	NULL
11_1683865784_1	11_1683865784	kikaʔana eudu	der Kopf ist kahl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:29:44	NULL	NULL
11_1683866084_0	11_1683866084	kakaʔao	staunen	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oǃ	y	NA	11	2023-05-12 04:34:44	NULL	NULL
11_1683866388_0	11_1683866388	kakaʔãõ	staunen	NA	NA	NA	NA	NA	NA	NA	NA	NA	N!	y	NA	11	2023-05-12 04:39:48	NULL	NULL
11_1683866388_1	11_1683866388	kikakaʔãõ	sich entsetzen, entsetzt zein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:39:48	NULL	NULL
11_1683866388_2	11_1683866388	kakakaʔãõ	verblüfft sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:39:48	NULL	NULL
11_1683866388_3	11_1683866388	kikakaʔãõ	dumm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:39:48	NULL	NULL
11_1683867180_0	11_1683867180	Kaʔarubi karixia ubō	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	VIIz34-36	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_1	11_1683867180	Kaʔarubi karixa mõnẽnẽ	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_2	11_1683867180	Kaʔarubi kikõmẽ iʔoko	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_3	11_1683867180	Kaʔarubi kaʔarua:i	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_4	11_1683867180	Kaʔarubi kaha:opa ubaka	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_5	11_1683867180	Kaʔarubi kapiʔiého:u	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_6	11_1683867180	Kaʔarubi kaʔa:ipo	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
11_1683867180_7	11_1683867180	Kaʔarubi kapakuodo	Name eines Subclans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	11	2023-05-12 04:53:00	NULL	NULL
