"caid";"modul";"user_id";"dateaccess";"dateacess_end";"ipaddress";"browser";"os"
"id";"kms_Alphabet";"kms_Stem";"kms_stem_homonymID";"kms_stem_remarks_optional";"kms_stem_variant";"kms_stem_dialect_variant";"kms_stem_source_form";"kms_sourceForm_homonymID";"kms_stem_etym_lang";"kms_stem_etym_form";"kms_stem_etym_German";"kms_stem_crossRef";"kms_stem_German";"kms_stem_English";"kms_stem_German_crossRef";"kms_stem_loanword_lang";"kms_stem_loanword_form";"kms_examples";"kms_examples_variant";"kms_examples_German";"kms_examples_German_crossRef";"kms_examples_English";"kms_example_etym_lang";"kms_example_etym_form";"kms_stem_page"
"1";"a";"b";;;;;;;;;;;;;;;;;;;;;;;"0"
"2";"aa";"bb";;;;;;;;;;;;;;;;;;;;;;;"0"
"sw_id";"sw_name"
"1";"AR (Arabic)"
"2";"BAR (Bare`e [Austronesian, Sulawesi])"
"3";"BI (Bahasa Indonesia)"
"4";"Bugi (Buginese [Austronesian, Sulawesi])"
"5";"MKB (Minangkabau [Austronesian, Sumatra])"
"6";"ML (Malay [now BI])"
"7";"Mtw (Mentawai [Austronesian])"
"9";"NL (Dutch)"
"10";"PAN (Proto-Austronesian)"
"11";"PMP (Proto-Malayo-Polynesian)"
"12";"POC (Proto-Oceanic)"
"13";"Sd (Sundanese [Austronesian, Java])"
"14";"Sich (Sichule [Austronesian, Sumatra])"
"15";"Sim (Simalur [Austronesian])"
"16";"SMtw (Sudmentawai [South Mentawai])"
"17";"UAN (Proto-Austronesian)"
"47";"PAN"
"50";"MKB "
"51";"MKB"
"52";"Nias"
"53";"SMtw"
"54";"NJV"
"stem_id";"kms_Alphabet";"kms_page";"kms_entry_no";"stem_form";"stem_GermanTranslation";"stem_homonymID";"stem_formVarian";"stem_GermanTranslationVariant";"stem_dialectVariant";"stem_etymological_form";"stem_etymological_language_donor";"stem_loanword_form";"stem_loanword_language_donor";"stem_source_form";"stem_source_form_homonymID";"stem_crossref";"stem_remark";"stem_complete";"create_by";"cerate_date";"update_by";"update_date";"used_time"
"19_1684102947";"k";"169";"1";"ekõʔõmãñõ";"Fremdling (jetzt gebräuchlich); Teufel ";;;;;;;NULL;NULL;;;"s ekoʔeʔe ";;"y";"19";"2023-05-14 22:22:27";NULL;NULL;"00:00:01"
"19_1684103223";"k";"169";"6";"koʔo�?ui";;;;;;;;NULL;NULL;"koʔoʔ�? ";;;"Sim uri";"y";"19";"2023-05-14 22:27:03";NULL;NULL;"00:00:25"
"19_1684103424";"k";"169";"5";"kõʔõʔũ";;;;;;;;NULL;NULL;;;;;;"19";"2023-06-11 14:14:57";"17";NULL;"00:00:43"
"19_1684103724";"k";"169";"9";"ekopeʔudu ";" Fischart ";;;;;;;NULL;NULL;;;"H88:278 kafakijo 'ikan belang';= ekapaʔi[y]oi";"ML belang-belang";"y";"19";"2023-05-14 22:35:24";NULL;NULL;"00:00:40"
"19_1684103997";"k";"171";"1";"ekorea";;"1";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:00:26";"19";NULL;"00:00:17"
"19_1684104134";"k";"171";"2";"ekorea";"Ranke der Colocasia-Pflanze";"2";;;;;;NULL;NULL;;;"VIIIz13";;"y";"19";"2023-05-14 22:42:14";NULL;NULL;"00:00:11"
"19_1684104184";"k";"171";"3";"ekore�?a�?o";"Vogelart";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-14 22:43:04";NULL;NULL;"00:00:45"
"19_1684104433";"k";"171";"4";"korei";;;"kolei ";;"kolei (DIA)";;;NULL;NULL;;;;;;"19";"2023-05-17 02:02:01";"19";NULL;"00:00:06"
"19_1684104597";"k";"171";"5";"koréi";;"2";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:03:15";"19";NULL;"00:00:39"
"19_1684104706";"k";"171";"6";"koreka";;;;;;;;NULL;NULL;"kore";;;;"y";"19";"2023-05-14 22:51:46";NULL;NULL;"00:00:12"
"19_1684104789";"k";"171";"7";"koro:";;;;;;;;NULL;NULL;;;"s koroa, koroi";;"y";"19";"2023-05-14 22:53:09";NULL;NULL;"00:00:17"
"19_1684104942";"k";"171";"8";"koroa";;"1";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:04:15";"19";NULL;"00:00:31"
"19_1684105141";"k";"171";"9";"koroa";;"2(=1?)";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:22:48";"19";NULL;"00:00:48"
"19_1684105777";"k";"171";"10";"ekoroha�?iya";"Schatten";;"ekarohaiya";;;;;NULL;NULL;;;;;"y";"19";"2023-05-14 23:09:37";NULL;NULL;"00:00:26"
"19_1684105946";"k";"171";"11";"koroi";;;;;;;;NULL;NULL;"koro";;;;;"19";"2023-05-17 02:30:40";"19";NULL;"00:00:47"
"19_1684106198";"k";"172";"1";"ekoroko ukaʔa";"Zahnfleisch";;"ekõmũkaʔa";;;;;NULL;NULL;;;;;"y";"19";"2023-05-14 23:16:38";NULL;NULL;"00:00:09"
"19_1684106426";"k";"172";"2";"koroʔo�?i";;;;;;;;NULL;NULL;"koʔo[d]i";;;;;"19";"2023-05-17 02:32:16";"19";NULL;"00:00:10"
"19_1684106600";"k";"172";"3";"ekoropiʔío";"das Mark";;"ekoporiʔío";;;;;NULL;NULL;;;;;"n";"19";"2023-06-11 14:36:28";"17";NULL;"00:00:06"
"19_1684106897";"k";"172";"4";"kou";;;;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:41:22";"19";NULL;"00:00:55"
"19_1684107379";"k";"172";"5";"ekoyo";"Hausschwein ";;;;;;;NULL;NULL;;;"Xz37";"in K40 noch Wildschwein";;"19";"2023-05-17 02:43:19";"19";NULL;"00:00:55"
"19_1684107618";"k";"172";"6";"kua";;"1";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:44:22";"19";NULL;"00:00:39"
"19_1684108637";"k";"172";"7";"kua";;"2";;;;;;NULL;NULL;;;"s kuʔa¹; kũʔũã, koʔa¹";;;"19";"2023-05-17 02:57:51";"19";NULL;"00:00:51"
"19_1684108723";"k";"173";"1";"kua";;"3";;;;;;NULL;NULL;;;;;;"19";"2023-05-17 02:58:29";"19";NULL;"00:00:15"
"19_1684293297";"k";"173";"2";"kũã";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 03:14:57";NULL;NULL;"00:00:25"
"19_1684294139";"k";"173";"3";"kuʔa";;"1";;;;;;NULL;NULL;;;"s  kua²; kũ�?ʔũã²";;"y";"19";"2023-05-17 03:28:59";NULL;NULL;"00:00:53"
"19_1684294379";"k";"173";"4";"kuʔa";;;"ku�?ʔua";;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 03:32:59";NULL;NULL;"00:00:57"
"19_1684322604";"k";"173";"5";"kuʔa";;"3";;;;;;NULL;NULL;;;"s kuʔaʔa";;"y";"19";"2023-05-17 11:23:24";NULL;NULL;"00:00:48"
"19_1684322910";"k";"173";"6";"kũʔa";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 11:28:30";NULL;NULL;"00:00:11"
"19_1684323102";"k";"173";"7";"ku�?aʔa";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 11:31:42";NULL;NULL;"00:00:08"
"19_1684323235";"k";"173";"8";"kũ�?ãʔã";;;;;;;;NULL;NULL;;;;"kũ�?ãʔã > ekũ�?ãʔakũ̀ãʔã";"y";"19";"2023-05-17 11:33:55";NULL;NULL;"00:00:09"
"19_1684323684";"k";"173";"9";"kuʔa�?ʔa";;;;;;;;NULL;NULL;"kuʔa³?";;;;"y";"19";"2023-05-17 11:41:24";NULL;NULL;"00:00:24"
"19_1684358990";"k";"174";"1";"kuʔaʔa�?o";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:29:50";NULL;NULL;"00:00:25"
"19_1684359116";"k";"174";"2";"ekũ�?ãʔaʔkũ̀ãʔã";"Kern";;"ekõʔõkãʔã";;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:31:56";NULL;NULL;"00:00:50"
"19_1684359201";"k";"174";"3";"ekuʔábo";"Speer";;"ekuʔuabo";;"ekuʔuabo (arch)";;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:33:21";NULL;NULL;"00:00:17"
"19_1684359238";"k";"174";"4";"kuadi";;;;;;;;NULL;NULL;"kua²";;;;"y";"19";"2023-05-17 21:33:58";NULL;NULL;"00:00:34"
"19_1684359328";"k";"174";"5";"eku�?aha";;;"ekaukahaha";;;;;NULL;NULL;"kua²";;;;"y";"19";"2023-05-17 21:35:28";NULL;NULL;"00:00:27"
"19_1684359405";"k";"174";"6";"ekũʔãhã";"das Floẞ";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:36:45";NULL;NULL;"00:00:48"
"19_1684359561";"k";"174";"7";"kuaha�?i";;;"kuahai";;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:39:21";NULL;NULL;"00:00:56"
"19_1684359725";"k";"174";"8";"ekuahá�?iyo";"Fingerkoralle";;;;;;;NULL;NULL;;;;"ML Karang Jari";"y";"19";"2023-05-17 21:42:05";NULL;NULL;"00:00:28"
"19_1684359857";"k";"174";"9";"kuʔaha�?iyo";"Medizinmann";;"ekaʔaha�?iyo";;;;;NULL;NULL;"kuʔa";"3";;;"y";"19";"2023-05-17 21:44:17";NULL;NULL;"00:00:01"
"19_1684360083";"k";"174";"10";"kuahi";;;"kuahai, kəahi";;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:48:03";NULL;NULL;"00:00:15"
"19_1684360424";"k";"174";"11";"kúai";;"1";;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:53:44";NULL;NULL;"00:00:33"
"19_1684360695";"k";"174";"12";" kuái";;"2";;;;;;NULL;NULL;;;;;"y";"19";"2023-05-17 21:58:15";NULL;NULL;"00:00:28"
"19_1685080972";"p";"259";"1";"poporoo";;;;;;;;NULL;NULL;"poroo";;;;;"19";"2023-05-26 06:41:39";"19";NULL;"00:00:21"
"19_1685081064";"p";"259";"2";"eporemãkã";"Ranke (des Rotan)";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-26 06:04:24";NULL;NULL;"00:00:08"
"19_1685081410";"p";"259";"3";"poro";;"1";;;;;;NULL;NULL;;;;;"y";"19";"2023-05-26 06:10:10";NULL;NULL;"00:00:41"
"19_1685081587";"p";"259";"4";"eporo";"Baumart";"2";;;;;;NULL;NULL;;;"H88�?276 poro 'ML kajoe bajoer'; DEC 2892 poro 'Pterospermum Jackianum Wall'.";;"y";"19";"2023-05-26 06:13:07";NULL;NULL;"00:00:38"
"19_1685081841";"p";"259";"5";"poroo";;;;;;;;NULL;NULL;"> poporoo";;;;;"19";"2023-05-26 06:18:53";"19";NULL;"00:00:10"
"19_1685082318";"p";"259";"6";"eporodipo";"kinnbart";;"eporodo�?ipo, eporoʔo�?ipo";;"eporodo�?ipo (DIA)";;;NULL;NULL;"epuru[dui]?";;"H16 paroriepo 'baard, sik'; MOD prururu ipo 'barba', pruru ripodia 'baffi'";;"y";"19";"2023-05-26 06:25:18";NULL;NULL;"00:00:20"
"19_1685082524";"p";"259";"7";"eporodo�?ipo";"Kinnbart";;"eporodipo";;"(DIA) eporodipo";;;NULL;NULL;;;;;"y";"19";"2023-05-26 06:28:44";NULL;NULL;"00:00:21"
"19_1685082637";"p";"259";"8";"poroki";;;;;;;;NULL;NULL;"poroo";;;;"y";"19";"2023-05-26 06:30:37";NULL;NULL;"00:00:50"
"19_1685082724";"p";"259";"9";"eporoʔo�?ipo";"Kinn-, Schnurrbart (beides?)";;"eporodipo";;;;;NULL;NULL;;;;;"y";"19";"2023-05-26 06:32:04";NULL;NULL;"00:00:24"
"19_1685082783";"p";"259";"10";"eporoʔo�?�?iyo";"Baumart";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-26 06:33:03";NULL;NULL;"00:00:54"
"19_1685082881";"p";"259";"11";"epororo�?ipo";"Schnurrbart";;"eporodo�?ipo";;;;;NULL;NULL;;;"127z6";;"y";"19";"2023-05-26 06:34:41";NULL;NULL;"00:00:34"
"19_1685083028";"p";"259";"12";"pou";;;;;;;;NULL;NULL;;;;;;"19";"2023-05-26 06:41:11";"19";NULL;"00:00:22"
"19_1685083149";"p";"259";"13";"pu-";;;"po- + Verb";;;;;NULL;NULL;;;"§ 64";;"y";"19";"2023-05-26 06:39:09";NULL;NULL;"00:00:56"
"19_1685083361";"p";"260";"1";"pu";;;;;;;;NULL;NULL;"pu�?aʔa";;;;"y";"19";"2023-05-26 06:42:41";NULL;NULL;"00:00:50"
"19_1685156322";"p";"260";"2";"pua";;"1";;;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 02:58:42";NULL;NULL;"00:00:22"
"19_1685156698";"p";"260";"3";"epua";"Frucht (nur als Hilfszahlwort gebraucht; in § 34b nicht genannt)";"2";;;;"buag";"47";NULL;NULL;;;"vgl ehũã";;"y";"19";"2023-05-27 03:04:58";NULL;NULL;"00:00:49"
"19_1685156950";"p";"260";"4";"-pua ";"doch, freilich, nun";"3";"-pũã";;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:09:10";NULL;NULL;"00:00:16"
"19_1685157317";"p";"260";"5";"puʔa";;;"pu�?ʔua";;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:15:17";NULL;NULL;"00:00:03"
"19_1685157357";"p";"260";"6";"epũʔã";"Küche, Kochstelle; Asche";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:15:57";NULL;NULL;"00:00:36"
"19_1685157636";"p";"260";"7";"púaʔa";;;"pəa³?";;;;;NULL;NULL;"pu";;;;"y";"19";"2023-05-27 03:20:36";NULL;NULL;"00:00:34"
"19_1685157749";"p";"260";"8";"puadi";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:22:29";NULL;NULL;"00:00:46"
"19_1685157915";"p";"261";"1";"epuʔá�?iyo";"Frau (jetzt ehuda)";;;;;;;NULL;NULL;"eʔa�?iyoʔ";;"G10";"arch";"y";"19";"2023-05-27 03:25:15";NULL;NULL;"00:00:27"
"19_1685158119";"p";"261";"2";"puʔaka";;;"puaka";;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:28:39";NULL;NULL;"00:00:18"
"19_1685158225";"p";"261";"3";"pu[ʔ]akaʔa";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 03:30:25";NULL;NULL;"00:00:41"
"19_1685158316";"p";"261";"4";"epua�?o";"ausgehöhlte Kokosnuß als Trinkgefaß";;;;;;;NULL;NULL;;;"MOD fig.lo auf S.122";;"y";"19";"2023-05-27 03:31:56";NULL;NULL;"00:00:23"
"19_1685160021";"p";"261";"5";"puda";;;"puʔuda";;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 04:00:21";NULL;NULL;"00:00:12"
"19_1685160155";"p";"261";"6";"epudadi";"Dorn, Stachel";;"epuradi";;;;;NULL;NULL;"edadi?";;;;"y";"19";"2023-05-27 04:02:35";NULL;NULL;"00:00:02"
"19_1685160664";"p";"261";"7";"epuda�?u";"Insel";;;;;;;NULL;NULL;;;"G63";;"y";"19";"2023-05-27 04:11:04";NULL;NULL;"00:00:22"
"19_1685161273";"p";"261";"8";"pudei";;"1";"rupei";;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 04:21:13";NULL;NULL;"00:00:44"
"19_1685166753";"p";"262";"1";"pudei";;"2";;;;;;NULL;NULL;;;;;;"19";"2023-05-27 06:03:17";"19";NULL;"00:00:42"
"19_1685192281";"p";"262";"2";"pudepei";;;;;;;;NULL;NULL;"pudei";"1";;;"y";"19";"2023-05-27 12:58:01";NULL;NULL;"00:00:47"
"19_1685192569";"p";"262";"3";"pudixo";;;"purixo";;;;;NULL;NULL;;;;;;"19";"2023-05-31 23:43:43";"19";NULL;"00:00:42"
"19_1685193010";"p";"262";"4";"pudika";;;"purika";;;;;NULL;NULL;;;"vgl dixia, pũkã";;"y";"19";"2023-05-27 13:10:10";NULL;NULL;"00:00:14"
"19_1685196950";"p";"262";"5";"Epudikaha";"geografischer Eigenname";;;;;;;NULL;NULL;;;;;"y";"19";"2023-05-27 14:15:50";NULL;NULL;"00:00:57"
"19_1685198085";"p";"262";"6";"pudu";;"1";"puru";"selten";"puru (DIA)";"bunuq";"47";NULL;NULL;;;;;;"19";"2023-06-11 14:50:01";"17";NULL;"00:00:50"
"19_1685198401";"p";"263";"1";"epudu";"Schamhaar(e)";"2";"epuru³";;;"bulu";"47";NULL;NULL;;;;;"y";"19";"2023-05-27 14:40:01";NULL;NULL;"00:00:36"
"19_1685198659";"p";"263";"2";"pudu";;"3";"puru";;;"puluq";"47";NULL;NULL;;;;;"y";"19";"2023-05-27 14:44:19";NULL;NULL;"00:00:12"
"19_1685576837";"p";"263";"3";"epududui";"Haar(e)";;"epurudui";;;"bulu";"47";NULL;NULL;;;;;"y";"19";"2023-05-31 23:47:17";NULL;NULL;"00:00:27"
"19_1685577350";"p";"262";"4";"pue";;"1";;;;;;NULL;NULL;;;;;"y";"19";"2023-05-31 23:55:50";NULL;NULL;"00:00:21"
"19_1685577404";"p";"263";"5";"epue";"Penis";"2";"epuo";;;;;NULL;NULL;;;;;"y";"19";"2023-05-31 23:56:44";NULL;NULL;"00:00:47"
"19_1685577931";"p";"263";"6";"pũẽʔã";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-01 00:05:31";NULL;NULL;"00:00:43"
"19_1685578022";"p";"263";"7";"Puʔedako";"kleiner Fluß an der Westküste der Insel Enggano";;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-01 00:07:02";NULL;NULL;"00:00:38"
"19_1685578457";"p";"263";"8";"puʔeʔe�?i";;;;;;;;NULL;NULL;"ʔeʔei";;;;"y";"19";"2023-06-01 00:14:17";NULL;NULL;"00:00:11"
"19_1685944350";"h";"64";"1";"ehabari�?a";"Schlafstelle, Ruheplatz; eine aus gespaltenem Bambus und Rotan geflochtene Unterlage für Nahrungsmittel und Früchte (bei Festen)";;"ehabadi�?a";;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 05:52:30";NULL;NULL;"00:00:31"
"19_1685944448";"h";"64";"2";"hadee";"früher, einst";"1";"halee";;;;;NULL;NULL;;;"IVzlf";;"y";"19";"2023-06-05 05:54:08";NULL;NULL;"00:00:28"
"19_1685944492";"h";"64";"3";"hadee";;"3";"halee";;;;;NULL;NULL;;;"pakahadee, pakahalee";;"y";"19";"2023-06-05 05:54:52";NULL;NULL;"00:00:40"
"19_1685944842";"h";"64";"4";"hadi";;;;;;;;NULL;NULL;;;;"BAR ngari";"y";"19";"2023-06-05 06:00:42";NULL;NULL;"00:00:40"
"19_1685945070";"h";"64";"5";"-hadia";"Suffix bei Zeitangaben";;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 06:04:30";NULL;NULL;"00:00:31"
"19_1685945405";"h";"64";"6";"hadi�?o·ho�?i";;;;;;;;NULL;NULL;;;;;;"19";"2023-06-05 11:49:50";"19";NULL;"00:00:32"
"19_1685945557";"h";"64";"7";"hadiuka";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 06:12:37";NULL;NULL;"00:00:29"
"19_1685945761";"h";"64";"8";"hado";;;;;;;;NULL;NULL;;;;;;"19";"2023-06-05 11:49:31";"19";NULL;"00:00:59"
"19_1685965663";"h";"65";"1";"hadu";;"1";"hãnũ";;;;;NULL;NULL;;;;;;"19";"2023-06-05 11:52:08";"19";NULL;"00:00:59"
"19_1685965853";"h";"65";"2";"hadu";;"2";;;;;;NULL;NULL;;;;;;"19";"2023-06-05 11:57:11";"19";NULL;"00:00:45"
"19_1685966400";"h";"65";"3";"hadudu";"Jüngling";;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 12:00:00";NULL;NULL;"00:00:44"
"19_1685966974";"h";"65";"4";"hae";;;;;;;;NULL;NULL;"eae?";;;;"y";"19";"2023-06-05 12:09:34";NULL;NULL;"00:00:25"
"19_1685967072";"h";"65";"5";"haʔe";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 12:11:12";NULL;NULL;"00:00:31"
"19_1685967299";"h";"65";"6";"ha�?eaʔaho�?i";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 12:14:59";NULL;NULL;"00:00:42"
"19_1685967343";"h";"65";"7";"haede";;;;;;;;NULL;NULL;;;"s ede";;"y";"19";"2023-06-05 12:15:43";NULL;NULL;"00:00:35"
"19_1685967378";"h";"65";"8";"haeho";;;;;;;;NULL;NULL;;;"s heho";;"y";"19";"2023-06-05 12:16:18";NULL;NULL;"00:00:31"
"19_1685967407";"h";"65";"8";"haeho";;;;;;;;NULL;NULL;;;"s heho";;"y";"19";"2023-06-05 12:16:47";NULL;NULL;"00:00:00"
"19_1685967419";"h";"65";"8";"haeho";;;;;;;;NULL;NULL;;;"s heho";;"y";"19";"2023-06-05 12:16:59";NULL;NULL;"00:00:12"
"19_1685967475";"h";"65";"9";"hã�?ẽkũ";;;;;;;;NULL;NULL;;;"s hẽkũ";;"y";"19";"2023-06-05 12:17:55";NULL;NULL;"00:00:43"
"19_1685967582";"h";"65";"10";"ha�?ədo";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-05 12:19:42";NULL;NULL;"00:00:42"
"19_1685967661";"h";"65";"11";"ehaəhəaə";"Strand";;"ehao";;;;;NULL;NULL;;;"G62; vgl ehahəao 'Sand'";;"y";"19";"2023-06-05 12:21:01";NULL;NULL;"00:00:14"
"19_1685967698";"h";"65";"12";"ha�?əka";;;;;;;;NULL;NULL;;;"s həka";;"y";"19";"2023-06-05 12:21:38";NULL;NULL;"00:00:32"
"19_1685968052";"h";"65";"13";"hãhãmõ";;;;;;;;NULL;NULL;;;"hãmõ";;"y";"19";"2023-06-05 12:27:32";NULL;NULL;"00:00:45"
"19_1686019749";"h";"66";"1";"hahanahe";;;;;;;;NULL;NULL;;;"s hanahe";;"y";"19";"2023-06-06 02:49:09";NULL;NULL;"00:00:48"
"19_1686019837";"h";"66";"2";"ehahəao";"Sand";;;;;;;NULL;NULL;;;"vgl ehao, ehaəhəaə 'Strand'";;"y";"19";"2023-06-06 02:50:37";NULL;NULL;"00:00:16"
"19_1686020319";"h";"66";"3";"hãhõ";;;;;;;;NULL;NULL;;;;;;"19";"2023-06-11 14:53:32";"17";NULL;"00:00:58"
"19_1686020756";"h";"66";"4";"hãĩ";"wer?";;;;;"i sai";"47";NULL;NULL;;;"§§ 7,28c";;"y";"19";"2023-06-06 03:05:56";NULL;NULL;"00:00:10"
"19_1686020827";"h";"66";"5";"-hãĩ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:07:07";NULL;NULL;"00:00:07"
"19_1686021003";"h";"66";"6";"hã�?ĩ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:10:03";NULL;NULL;"00:00:51"
"19_1686021076";"h";"66";"7";"ha�?ibi";;;;;;;;NULL;NULL;"hibi";;;;"y";"19";"2023-06-06 03:11:16";NULL;NULL;"00:00:07"
"19_1686021370";"h";"66";"8";"ha�?ida";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:16:10";NULL;NULL;"00:00:31"
"19_1686021616";"h";"66";"9";"ha�?idixi";;;;;;;;NULL;NULL;"hidi ?";;;;;"19";"2023-06-06 03:21:26";"19";NULL;"00:00:02"
"19_1686021658";"h";"66";"10";"hã�?ĩxa";;;;;;;;NULL;NULL;"ĩxã";;;;"y";"19";"2023-06-06 03:20:58";NULL;NULL;"00:00:38"
"19_1686021726";"h";"66";"11";"ha�?iʔi";;;;;;;;NULL;NULL;;;"s kaha�?iʔi";;"y";"19";"2023-06-06 03:22:06";NULL;NULL;"00:00:33"
"19_1686021870";"h";"66";"12";"hã�?ĩʔĩũʔã";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:24:30";NULL;NULL;"00:00:21"
"19_1686022049";"h";"66";"13";"hã�?ĩkũ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:27:29";NULL;NULL;"00:00:39"
"19_1686022354";"h";"66";"14";"hakaʔa";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-06 03:32:34";NULL;NULL;"00:00:00"
"19_1686022389";"h";"66";"15";"ehakitaha";;;;;;;;NULL;NULL;"kitaha";;;;"y";"19";"2023-06-06 03:33:09";NULL;NULL;"00:00:31"
"19_1686146213";"h";"67";"1";"halee";"früher, einst, ehemals, in alter Zeit";"1";"hadee";;;;;NULL;NULL;;;"IVzlf";;;"19";"2023-06-07 13:58:00";"19";NULL;"00:00:55"
"19_1686146433";"h";"67";"2";"helee";;"2";;;;;;NULL;NULL;;;"s pakahalee";;"y";"19";"2023-06-07 14:00:33";NULL;NULL;"00:00:28"
"19_1686146628";"h";"67";"3";"hãmõ";;;;;;;;NULL;NULL;;;"s hãhãmõ 'fliegen'; s [ẽ]ʔẽpã ";;"y";"19";"2023-06-07 14:03:48";NULL;NULL;"00:00:05"
"19_1686146805";"h";"67";"4";"hãnã�?hã�?ĩ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:06:45";NULL;NULL;"00:00:48"
"19_1686147131";"h";"67";"5";"hanãhẽ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:12:11";NULL;NULL;"00:00:20"
"19_1686147474";"h";"67";"6";"ehanã�?ĩʔĩã";"Schlachtplatz, Dorfgemeinschaft";;"eanã�?�?ĩ�?ʔĩã, e[ʔ]akahanã�?�?ĩ�?ʔĩã";;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:17:54";NULL;NULL;"00:00:49"
"19_1686147656";"h";"67";"7";"hanẽã(hã)";"ein Teil, einige";;"kahanẽã, kanẽã";;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:20:56";NULL;NULL;"00:00:59"
"19_1686148004";"h";"67";"8";"hãnũ";;;"hadu";;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:26:44";NULL;NULL;"00:00:44"
"19_1686148144";"h";"67";"9";"eahanũkixudo";"das Entfernen der trockenen Kokospalmenblätter (und damit Aufheben der Trauerverbote)";;;;;;;NULL;NULL;;;"s hũĩ, ekixudo";;"y";"19";"2023-06-07 14:29:04";NULL;NULL;"00:00:12"
"19_1686148231";"h";"67";"10";"hanũnũ";;;;;;;;NULL;NULL;"hãnũ";;;;"y";"19";"2023-06-07 14:30:31";NULL;NULL;"00:00:14"
"19_1686148258";"h";"67";"11";"ehãnũ�?ʔũã";"Kehle";;;;;;;NULL;NULL;;;;;;"19";"2023-06-07 14:31:36";"19";NULL;"00:00:22"
"19_1686148367";"h";"67";"12";"ehao";"Strand, Ufer";"1";;;;;;NULL;NULL;;;"s ehaəhəaə 'Strand'";;"y";"19";"2023-06-07 14:32:47";NULL;NULL;"00:00:07"
"19_1686148471";"h";"67";"13";"hao";"ohǃ (Ausruf des Erstaunens, der Uberraschung)";"2";;;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:34:31";NULL;NULL;"00:00:40"
"19_1686148682";"h";"67";"14";"ha�?oa";;;"hau�?a";;;;;NULL;NULL;;;;;"y";"19";"2023-06-07 14:38:02";NULL;NULL;"00:00:25"
"19_1686186937";"h";"68";"1";"ehaʔobo�?iya";"Wirbelsäule";;;;"arch";;;NULL;NULL;;;"vgl eʔoboho�?iyo 'Bogensehne'";;;"19";"2023-06-08 01:15:54";"19";NULL;"00:00:16"
"19_1686222408";"h";"68";"2";"ha:odeki";;;;;;;;NULL;NULL;;;"s hodeki";;"y";"19";"2023-06-08 11:06:48";NULL;NULL;"00:00:52"
"19_1686222666";"h";"68";"3";"hã�?õhõ";;;;;;;;NULL;NULL;;;;;"y";"19";"2023-06-08 11:11:06";NULL;NULL;"00:00:13"
