"caid";"modul";"user_id";"dateaccess";"dateacess_end";"ipaddress";"browser";"os"
"id";"kms_Alphabet";"kms_Stem";"kms_stem_homonymID";"kms_stem_remarks_optional";"kms_stem_variant";"kms_stem_dialect_variant";"kms_stem_source_form";"kms_sourceForm_homonymID";"kms_stem_etym_lang";"kms_stem_etym_form";"kms_stem_etym_German";"kms_stem_crossRef";"kms_stem_German";"kms_stem_English";"kms_stem_German_crossRef";"kms_stem_loanword_lang";"kms_stem_loanword_form";"kms_examples";"kms_examples_variant";"kms_examples_German";"kms_examples_German_crossRef";"kms_examples_English";"kms_example_etym_lang";"kms_example_etym_form";"kms_stem_page"
"1";"a";"b";;;;;;;;;;;;;;;;;;;;;;;"0"
"2";"aa";"bb";;;;;;;;;;;;;;;;;;;;;;;"0"
"sw_id";"sw_name"
"1";"AR (Arabic)"
"2";"BAR (Bare`e [Austronesian, Sulawesi])"
"3";"BI (Bahasa Indonesia)"
"4";"Bugi (Buginese [Austronesian, Sulawesi])"
"5";"MKB (Minangkabau [Austronesian, Sumatra])"
"6";"ML (Malay [now BI])"
"7";"Mtw (Mentawai [Austronesian])"
"9";"NL (Dutch)"
"10";"PAN (Proto-Austronesian)"
"11";"PMP (Proto-Malayo-Polynesian)"
"12";"POC (Proto-Oceanic)"
"13";"Sd (Sundanese [Austronesian, Java])"
"14";"Sich (Sichule [Austronesian, Sumatra])"
"15";"Sim (Simalur [Austronesian])"
"16";"SMtw (Sudmentawai [South Mentawai])"
"17";"UAN (Proto-Austronesian)"
"47";"PAN"
"50";"MKB "
"51";"MKB"
"52";"Nias"
"53";"SMtw"
"54";"NJV"
"stem_id";"kms_Alphabet";"kms_page";"kms_entry_no";"stem_form";"stem_GermanTranslation";"stem_homonymID";"stem_formVarian";"stem_GermanTranslationVariant";"stem_dialectVariant";"stem_etymological_form";"stem_etymological_language_donor";"stem_loanword_form";"stem_loanword_language_donor";"stem_source_form";"stem_source_form_homonymID";"stem_crossref";"stem_remark";"stem_complete";"create_by";"cerate_date";"update_by";"update_date";"used_time"
"15_1685956094";"a";"11";"17";"akoo";;;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 09:08:14";NULL;NULL;"00:00:15"
"15_1685956576";"a";"11";"18";"eakoʔaea";"sämtliche Nahrungsmittel, die für das eakalea - Fest herbeigeschafft werden";;;;;;;NULL;NULL;;;"vgl MOD èo; tav .13 auf S.161";;"y";"15";"2023-06-05 09:16:16";NULL;NULL;"00:00:44"
"15_1685956654";"a";"11";"19";"eako�?a�?u";"Vogelart";;"eokoa�?u";;;;;NULL;NULL;;;"G23 'und' 6o";;"y";"15";"2023-06-05 09:17:34";NULL;NULL;"00:00:16"
"15_1685956938";"a";"12";"1";"ʔakodu";"drei";;"ʔakoru; ʔakolu";;"ʔakolu (DIA)";;;NULL;NULL;"kodu";;;;"y";"15";"2023-06-05 09:22:18";NULL;NULL;"00:00:59"
"15_1685957199";"a";"12";"2";"eʔakõ�?ʔẽ";"Stirnband aus Schweinehaaren und Glasperlen, das Männer beim eakalea -Fest trugen";;;;;;;NULL;NULL;;;"G27 jedoch�? kopbedeckung; die aus Pandanusblättern hergestellt wurde";;"y";"15";"2023-06-05 09:26:39";NULL;NULL;"00:00:17"
"15_1685957267";"a";"12";"3";"eãkõkõõ";"Fischart";;;;;;;NULL;NULL;;;;"ML ikan ketumbang ?";"y";"15";"2023-06-05 09:27:47";NULL;NULL;"00:00:03"
"15_1685957913";"a";"12";"4";"ʔakoru";"drei";;"ʔakodu";;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 09:38:33";NULL;NULL;"00:00:35"
"15_1685958020";"a";"12";"5";"eaʔãkũ";"Glück, Segen, Erfolg; Nahrung, Reichtum usw";;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 09:40:20";NULL;NULL;"00:00:45"
"15_1685958088";"a";"12";"6";"eʔakũmẽ";"Fischart";;;;;;;NULL;NULL;;;;"ML ikan nani";"y";"15";"2023-06-05 09:41:28";NULL;NULL;"00:00:03"
"15_1685971042";"a";"12";"7";"aleʔe";"komm herǃ";;"areʔe";;;;;NULL;NULL;;;;"(DIA)";"y";"15";"2023-06-05 13:17:22";NULL;NULL;"00:00:06"
"15_1685971159";"a";"12";"8";"ʔaliba";"fünf";;"ʔalibe; ʔadiba";;"ʔalibe (DIA)";;;NULL;NULL;;;;"(DIA)";"y";"15";"2023-06-05 13:19:19";NULL;NULL;"00:00:53"
"15_1685971240";"a";"12";"9";"aliu";"ihr, euch";;"adiu";;;;;NULL;NULL;;;;"(DIA)";"y";"15";"2023-06-05 13:20:40";NULL;NULL;"00:00:59"
"15_1685971292";"a";"12";"10";"ʔalua";"zwei";;"ʔadua";;;;;NULL;NULL;;;;"(DIA)";"y";"15";"2023-06-05 13:21:32";NULL;NULL;"00:00:49"
"15_1685971386";"a";"12";"11";"ealuhe";"Liedart";;"earuhe";;;;;NULL;NULL;;;;"(DIA)";"y";"15";"2023-06-05 13:23:06";NULL;NULL;"00:00:23"
"15_1685971854";"a";"12";"12";"amã";"Vater, Schwiegervater";;;;;"ama";"10";NULL;NULL;;;;;;"15";"2023-06-05 13:38:19";"15";NULL;"00:00:40"
"15_1685972374";"a";"12";"13";"amãã";"geheǃ";;;;;;;NULL;NULL;"aa";;;;"y";"15";"2023-06-05 13:39:34";NULL;NULL;"00:00:06"
"15_1685973189";"a";"12";"14";"ʔamã·hã�?ĩ";;;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 13:53:09";NULL;NULL;"00:00:29"
"15_1685973249";"a";"12";"15";"eamaha";"Brust (von Männern)";;"eãmãhã";;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 13:54:09";NULL;NULL;"00:00:53"
"15_1685973402";"a";"12";"16";"eamãhã";"Grab";;"eamãhã�?ẽ";;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 13:56:42";NULL;NULL;"00:00:23"
"15_1685973499";"a";"12";"17";"eamai";"das Vorkauen";;"epahamai";;;;;NULL;NULL;;;"131z21 'und' 26";;"y";"15";"2023-06-05 13:58:19";NULL;NULL;"00:00:27"
"15_1685973579";"a";"12";"18";"eamãĩñã";"das (väterliche) Erbe";;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 13:59:39";NULL;NULL;"00:00:55"
"15_1685974310";"a";"13";"1";"eamã�?ĩñõ";"Zuckerrohr";;;;;;;NULL;NULL;;;"DEC 3o11 amajok 'Saccharum officinarum'; Heyne 19/111 eamajok dgl; VIz3f; Xz34";;"y";"15";"2023-06-05 14:11:50";NULL;NULL;"00:00:17"
"15_1685974417";"a";"13";"2";"eamãmãĩã";"Herkunft (sort), Herkommen";;;;;;;NULL;NULL;"ai";;;;"y";"15";"2023-06-05 14:13:37";NULL;NULL;"00:00:42"
"15_1685974533";"a";"13";"3";"eʔamãnə̃ʔã";"Schlingpflanze mit weißen Blüten ";;;;;;;NULL;NULL;;;"'aber' 1o7z2o; 116z1�? ""ehəkadio -'Blüten die' eamãnə̃ʔã 'heißen'""";;;"15";"2023-06-05 14:18:51";"15";NULL;"00:00:45"
"15_1685974860";"a";"13";"4";"e[ʔ]amẽẽ";"Riesenmuschel (Tridacna)";;;;;"kima?";"11";NULL;NULL;;;;;"y";"15";"2023-06-05 14:21:00";NULL;NULL;"00:00:03"
"15_1685975090";"a";"13";"5";"amə̃nã";;;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 14:24:50";NULL;NULL;"00:00:59"
"15_1685975461";"a";"13";"6";"amĩ �?";;;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 14:31:01";NULL;NULL;"00:00:05"
"15_1685975674";"a";"13";"7";"ãmĩ";"schlafen";;"kãmĩ";;"(WD) kãmĩ";;;NULL;NULL;;;;;"y";"15";"2023-06-05 14:34:34";NULL;NULL;"00:00:25"
"15_1685976122";"a";"13";"8";"ʔamĩĩ";;;;;;;;NULL;NULL;"mĩĩ?";;;;"y";"15";"2023-06-05 14:42:02";NULL;NULL;"00:00:20"
"15_1685976331";"a";"13";"9";"ʔãmĩ";;"1";;;;"kawit?";"11";NULL;NULL;;;;;"y";"15";"2023-06-05 14:45:31";NULL;NULL;"00:00:17"
"15_1685976430";"a";"13";"10";"ʔãmĩ";;"2";;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 14:47:10";NULL;NULL;"00:00:26"
"15_1685976537";"a";"13";"11";"ʔãmĩ �?";;"3";;;;;;NULL;NULL;;;;;;"15";"2023-06-05 14:50:25";"15";NULL;"00:00:43"
"15_1685976594";"a";"13";"12";"ãmĩʔĩ";;;;;;;;NULL;NULL;;;"s mĩʔĩ¹";;"y";"15";"2023-06-05 14:49:54";NULL;NULL;"00:00:55"
"15_1685976809";"a";"13";"13";"amĩmĩ";"Mädchen (bis etwa 8 Jahre alt)";;;;;;;NULL;NULL;;;;;"y";"15";"2023-06-05 14:53:29";NULL;NULL;"00:00:50"
"15_1685976845";"a";"13";"14";"eamõ";"Geburt";;;;;;;NULL;NULL;"mõ";;;;"y";"15";"2023-06-05 14:54:05";NULL;NULL;"00:00:33"
"17_1683957817";"k";"184";"1";"kũmĩĩ";;;;;;;;NULL;NULL;;;;;;"17";"2023-05-23 14:25:38";"17";NULL;"00:00:13"
"17_1683958049";"k";"184";"2";"kumĩʔã";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:07:29";NULL;NULL;"00:00:38"
"17_1683958145";"k";"184";"3";"kũmõõ";;;;;;;;NULL;NULL;"kõõ";;"§ 16.4";;"y";"17";"2023-05-13 06:09:05";NULL;NULL;"00:00:23"
"17_1683958385";"k";"184";"5";"kumũa�?ʔa";;;;;;;;NULL;NULL;;;"G11";"arch";"y";"17";"2023-05-13 06:13:05";NULL;NULL;"00:00:51"
"17_1683958483";"k";"184";"6";"kũmũʔũã";;;;;;;;NULL;NULL;"kũʔũã";;"§ 16.4";;"y";"17";"2023-05-13 06:14:43";NULL;NULL;"00:00:27"
"17_1683958752";"k";"184";"7";"kuna";"speeren (Fische)";"1";;;;;;NULL;NULL;;;"G28";;"y";"17";"2023-05-13 06:19:12";NULL;NULL;"00:00:22"
"17_1683958891";"k";"184";"8";"kuna";;"2";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:21:31";NULL;NULL;"00:00:10"
"17_1683959576";"k";"184";"9";"kũnã";;"1";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:32:56";NULL;NULL;"00:00:27"
"17_1683959892";"k";"184";"10";"kũnã";;"2";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:38:12";NULL;NULL;"00:00:06"
"17_1683960052";"k";"185";"1";"kunãʔã";"abbrechen (intr)";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:40:52";NULL;NULL;"00:00:12"
"17_1683960651";"k";"185";"2";"kũnãʔã";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 06:50:51";NULL;NULL;"00:00:34"
"17_1683982202";"k";"185";"3";"ekũnã�?ĩnõ";"Kochstelle aus drei Steinen";;"ekũnã�?ĩñõ";;"P2";;;NULL;NULL;;;"H16 koenajo";"Dakoaha";"y";"17";"2023-05-13 12:50:02";NULL;NULL;"00:00:02"
"17_1683982872";"k";"185";"4";"ekũnã�?ĩñõ";;;"ekũnã�?ĩnõ";;"P2";;;NULL;NULL;;;;"Dakoaha";"y";"17";"2023-05-13 13:01:12";NULL;NULL;"00:00:00"
"17_1683982995";"k";"185";"5";"ekunĩnĩ";"Clitoris";;;;;;;NULL;NULL;;;"s kokonĩʔĩ";;"y";"17";"2023-05-13 13:03:15";NULL;NULL;"00:00:53"
"17_1683983407";"k";"185";"6";"ekũnũnũ�?hũã uiʔo";"Rūckseite des Oberschenkels";;"uaparaa";;;;;NULL;NULL;;;"vgl ekə̃nə̃[nə̃]hã";;"y";"17";"2023-05-13 13:10:07";NULL;NULL;"00:00:42"
"17_1683987786";"k";"185";"7";"kuñĩʔĩ";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 14:23:06";NULL;NULL;"00:00:41"
"17_1683987889";"k";"185";"8";"ekuo";"Baum, Holz, Pfahl";;;;;;;NULL;NULL;;;"s ekue, ekudio";;"y";"17";"2023-05-13 14:24:49";NULL;NULL;"00:00:19"
"17_1683988962";"k";"185";"9";"ekuʔodo";"Jacke, Kleidung aus Baumbast";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 14:42:42";NULL;NULL;"00:00:45"
"17_1683989044";"k";"185";"10";"ekuoho";"Niere";;;;;;;NULL;NULL;;;;"Sim kun bolint'i [X]";"y";"17";"2023-05-13 14:44:04";NULL;NULL;"00:00:15"
"17_1683989220";"k";"185";"11";"kuoho�?i";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-13 14:47:00";NULL;NULL;"00:00:42"
"17_1684155220";"k";"185";"12";"ku�?oʔo";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 12:53:40";NULL;NULL;"00:00:48"
"17_1684155635";"k";"186";"1";"kupa";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:00:35";NULL;NULL;"00:00:20"
"17_1684155768";"k";"186";"2";"ekupado";"Zaun (pfahl), Palisade";;;;;;;NULL;NULL;"pado?";"2";;;"n";"17";"2023-05-15 13:23:27";"17";NULL;"00:00:01"
"17_1684157475";"k";"186";"3";"kupe :";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:31:15";NULL;NULL;"00:00:29"
"17_1684157586";"k";"186";"4";"kupeʔa";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:33:06";NULL;NULL;"00:00:42"
"17_1684157649";"k";"186";"5";"kupeʔaʔa";;;;;;;;NULL;NULL;;;"s kupe";;"y";"17";"2023-05-15 13:34:09";NULL;NULL;"00:00:51"
"17_1684157728";"k";"186";"6";"kupeʔe�?i";;;;;;;;NULL;NULL;;;"s kupe";;"y";"17";"2023-05-15 13:35:28";NULL;NULL;"00:00:13"
"17_1684157777";"k";"186";"7";"kupeʔi";;;;;;;;NULL;NULL;;;"s kupe";;"y";"17";"2023-05-15 13:36:17";NULL;NULL;"00:00:44"
"17_1684158039";"k";"186";"8";"kupo";"geschwollen";;;;;;;NULL;NULL;;;"s upo, hupo; BAR gumbo, kombo; Bugi gempuŋ";;"y";"17";"2023-05-15 13:40:39";NULL;NULL;"00:00:07"
"17_1684158091";"k";"186";"9";"ekurio";"Urwald";;"ekudio";;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:41:31";NULL;NULL;"00:00:45"
"17_1684158169";"k";"186";"10";"kurodia";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:42:49";NULL;NULL;"00:00:12"
"17_1684158289";"k";"186";"11";"kurodio";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:44:49";NULL;NULL;"00:00:56"
"17_1684158428";"k";"186";"12";"kuru";;"1";"kudu²";;;;;NULL;NULL;;;;;"y";"17";"2023-05-15 13:47:08";NULL;NULL;"00:00:56"
"17_1684243023";"k";"184";"4";"kũmũ";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-16 13:17:03";NULL;NULL;"00:00:51"
"17_1684243453";"k";"187";"1";"ekuru";"Kap, äußerster Punkt";"2";"ekudu³";;;"tu(n)duq zeigen?";"10";NULL;NULL;;;;;"y";"17";"2023-05-16 13:24:13";NULL;NULL;"00:00:39"
"17_1684243567";"k";"187";"2";"ekuruhua�?ʔa ubaka";"Taucherbrille";;;;;;;NULL;NULL;"kudu�?hua ?";;;;"y";"17";"2023-05-16 13:26:07";NULL;NULL;"00:00:44"
"17_1684243719";"k";"187";"3";"ekũ�?ʔũ";"Kāfer";"1";"ekũʔũã�?�";;;;;NULL;NULL;;;;;"y";"17";"2023-05-16 13:28:39";NULL;NULL;"00:00:27"
"17_1684244596";"k";"187";"4";"kũʔũ";;"2";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-16 13:43:16";NULL;NULL;"00:00:29"
"17_1684244700";"k";"187";"5";"ku�?ʔua";;"1";;;;;;NULL;NULL;;;"s kuʔa²";;"y";"17";"2023-05-16 13:45:00";NULL;NULL;"00:00:36"
"17_1684244839";"k";"187";"6";"ku�?ʔua";;"2";;;;;;NULL;NULL;;;"s kuʔa¹, kũ�?ʔũã²";;"y";"17";"2023-05-16 13:47:19";NULL;NULL;"00:00:12"
"17_1684245096";"k";"187";"7";"eku�?ʔua";"Fischart";"3";;;;;;NULL;NULL;;;;"ML ikan harau?";"y";"17";"2023-05-16 13:51:36";NULL;NULL;"00:00:11"
"17_1684245507";"k";"187";"8";"kũ�?ʔũã";;"1";"kũʔũ²";;;;;NULL;NULL;;;;;"y";"17";"2023-05-16 13:58:27";NULL;NULL;"00:00:44"
"17_1684245733";"k";"187";"9";"kũ�?ʔũã";;"2";;;;;;NULL;NULL;;;"s kuʔa¹, kuʔua² - 'beide Oǃ'";;"y";"17";"2023-05-16 14:02:13";NULL;NULL;"00:00:38"
"17_1684246093";"k";"187";"10";"kũ�?ʔũã";;"3";;;;;;NULL;NULL;;;"s kua², kəʔa - 'beide Oǃ'";;"y";"17";"2023-05-16 14:08:13";NULL;NULL;"00:00:47"
"17_1684246208";"k";"187";"11";"ekũ�?ʔũã";"Nashornkäfer";"4";;;;;;NULL;NULL;"ekũʔũ¹ ?";;;;"y";"17";"2023-05-16 14:10:08";NULL;NULL;"00:00:50"
"17_1684246361";"k";"187";"12";"kuʔuaʔa";;;"kuʔa�?ʔa";;;;;NULL;NULL;;;;;"y";"17";"2023-05-16 14:12:41";NULL;NULL;"00:00:28"
"17_1684674888";"k";"188";"1";"ekuʔua�?bo";"Lanzenart";;"ekuʔabo";;"arch; = ekuʔabo";;;NULL;NULL;;;;"jetzt�? ekaʔa�?�?iʔio";;"17";"2023-05-30 13:28:23";"17";NULL;"00:00:35"
"17_1684675266";"k";"188";"2";"kuʔudi";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:21:06";NULL;NULL;"00:00:11"
"17_1684675317";"k";"188";"3";"ekũ�?ʔũĩ";"Stirn";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:21:57";NULL;NULL;"00:00:45"
"17_1684675454";"k";"188";"4";"ekũʔuku�?ʔu";"Hüftknochen";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:24:14";NULL;NULL;"00:00:07"
"17_1684675601";"k";"188";"5";"ekuʔukuʔu ubaka";"1. Augenfalte, 2. Bananenart ";;;;;;;NULL;NULL;;;"H88�? 277 koekoebaka";;"y";"17";"2023-05-21 13:26:41";NULL;NULL;"00:00:19"
"17_1684675677";"k";"188";"6";"kuʔu�?oho";;;;;;;;NULL;NULL;"ʔu�?oho";;;;"y";"17";"2023-05-21 13:27:57";NULL;NULL;"00:00:09"
"17_1684675767";"k";"188";"7";"ekuʔupãnũ";"Vogelart";;"ekoʔepãnũ";;;;;NULL;NULL;;;;"ML dundun";"y";"17";"2023-05-21 13:29:27";NULL;NULL;"00:00:06"
"17_1684676600";"k";"127";"1";"karuku";"umhergehen";"3";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:43:20";NULL;NULL;"00:00:19"
"17_1684676663";"k";"127";"2";"Karukua";"Dorf auf Enggano";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:44:23";NULL;NULL;"00:00:58"
"17_1684676753";"k";"127";"3";"ekato�?ro";"Rasthaus ";;;;;;;NULL;NULL;;;;"ML pasanggrahan";"y";"17";"2023-05-21 13:45:53";NULL;NULL;"00:00:21"
"17_1684677013";"k";"127";"4";"kaʔu �?";;;;;;"Caqu";"10";NULL;NULL;;;"s kaʔã�?ũ";;"y";"17";"2023-05-21 13:50:13";NULL;NULL;"00:00:13"
"17_1684677106";"k";"127";"5";"ka�?ua";"nicht wollen";;;;;;;NULL;NULL;;;"§ 15";;"y";"17";"2023-05-21 13:51:46";NULL;NULL;"00:00:09"
"17_1684677230";"k";"127";"6";"kauaʔa";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:53:50";NULL;NULL;"00:00:57"
"17_1684677293";"k";"127";"7";"ekaua�?ba";"1. Spinnennetz, 2. Verbot";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:54:53";NULL;NULL;"00:00:50"
"17_1684677407";"k";"127";"8";"ekauaba uboo";"Wasserdampf";;;;;;;NULL;NULL;"ekaoaba < eoaba 'Dampf?'";;;;"y";"17";"2023-05-21 13:56:47";NULL;NULL;"00:00:25"
"17_1684677480";"k";"127";"9";"ekaʔudada";;;"ekaʔudara";;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 13:58:00";NULL;NULL;"00:00:58"
"17_1684677942";"k";"127";"10";"ekaʔudara";;;"ekaʔudada; ekaʔa�?udara; ekaʔunara";;"ekaʔudada, ekaʔa�?udara, ekaʔunara (DIA)";;;NULL;NULL;"ʔudara";;"IIIz32, VIIz2, VIIIz31";;;"17";"2023-05-30 13:34:38";"17";NULL;"00:00:36"
"17_1684678383";"k";"127";"11";"kaʔuhoi";"(Frauen) alt sein";;;;;;;NULL;NULL;"ʔuhoi";;"s huoi";;"y";"17";"2023-05-21 14:13:03";NULL;NULL;"00:00:11"
"17_1684678480";"k";"127";"12";"ekaukahaha";"Empfänger (in)";;"eku�?aha";;;;;NULL;NULL;"ukaha?";;;;"y";"17";"2023-05-21 14:14:40";NULL;NULL;"00:00:29"
"17_1684678620";"k";"127";"13";"Kaʔumĩxĩ";"Männername";;;;;;;NULL;NULL;;;"s eʔumĩxĩ; Vz33";;"y";"17";"2023-05-21 14:17:00";NULL;NULL;"00:00:56"
"17_1684678690";"k";"127";"14";"ekaʔunara";"Dorf";;"ekaʔudara";;;;;NULL;NULL;;;"IIIz32";;"y";"17";"2023-05-21 14:18:10";NULL;NULL;"00:00:02"
"17_1684678769";"k";"127";"15";"ekaʔũnũ�?ae";"Baumart";;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-21 14:19:29";NULL;NULL;"00:00:51"
"17_1684761796";"k";"128";"1";"ka�?upe[baʔa]";"noch nicht, bevor";;"keepe[baʔa]";;"keepe[baʔa] in Karukua und Dako�?aha";;;NULL;NULL;;;"§§ 15, 23c";;"y";"17";"2023-05-22 13:23:16";NULL;NULL;"00:00:03"
"17_1684761851";"k";"128";"2";"ekayoo";"Unterleib";;"ekaiyoo";;;;;NULL;NULL;;;;;"y";"17";"2023-05-22 13:24:11";NULL;NULL;"00:00:43"
"17_1684762033";"k";"128";"3";"ke";"aber; dann (kann den einem Konditionalsatz nachgestellten Hauptsatz einleiten";;;;;;;NULL;NULL;;;"§§ 19c, 24c";;"y";"17";"2023-05-22 13:27:13";NULL;NULL;"00:00:36"
"17_1684762239";"k";"128";"4";"kẽ�?[baʔa]";"nicht, nein";;"keo, kea, kua";;;;;NULL;NULL;;;;;"y";"17";"2023-05-22 13:30:39";NULL;NULL;"00:00:13"
"17_1684762572";"k";"128";"5";"ekẽẽ";"Zitrusfrucht ";;;;;;;NULL;NULL;;;"DEC 785 èkè 'Citrus sp.'";"ML jeruk";"y";"17";"2023-05-22 13:36:12";NULL;NULL;"00:00:05"
"17_1684763622";"k";"128";"6";"ke�?a·baʔa";"nicht (vorhanden sein)";;"keo, kua, kee";;;;;NULL;NULL;;;"§§ 3-5, 15";"Nias teŋa 'kein(er, es)";"y";"17";"2023-05-22 13:53:42";NULL;NULL;"00:00:17"
"17_1684763857";"k";"128";"7";"kẽã";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-22 13:57:37";NULL;NULL;"00:00:48"
"17_1684764015";"k";"128";"8";"ke�?aʔa";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-22 14:00:15";NULL;NULL;"00:00:27"
"17_1684764180";"k";"128";"9";"keʔa�?nã[hã]";"und darauf, dann";;;;;;;NULL;NULL;"ke + eʔana";;;;"y";"17";"2023-05-22 14:03:00";NULL;NULL;"00:00:39"
"17_1684764694";"k";"128";"10";"kebara";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-22 14:11:34";NULL;NULL;"00:00:20"
"17_1684764893";"k";"128";"11";"ekedaʔa�?udu";"Baumart, die gern zum Bootsbau benutzt wird ";;;;;;;NULL;NULL;;;"DEC 3313 und Heyne 221/5544 kila oeloe 'Terminalia Catappa L., Etagenbaum'; 5lz8�? Mandelbaum";"ML ketapang";"y";"17";"2023-05-22 14:14:53";NULL;NULL;"00:00:13"
"17_1684820258";"k";"129";"1";"ekededea";"Kupfer";;;;;;;NULL;NULL;;;;"Lehnwort?";"y";"17";"2023-05-23 05:37:38";NULL;NULL;"00:00:18"
"17_1684820461";"k";"129";"2";"ekedeha";"Strauch";;;;;;;NULL;NULL;;;"§ 34a";"Hilfszählwort";"y";"17";"2023-05-23 05:41:01";NULL;NULL;"00:00:10"
"17_1684821472";"k";"129";"3";"kedi";;;;;;;;NULL;NULL;;;;;;"17";"2023-05-23 13:06:40";"17";NULL;"00:00:46"
"17_1684821547";"k";"129";"4";"ekedo�?i";"Strauch";;"eakamõ�?kĩ";;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 05:59:07";NULL;NULL;"00:00:08"
"17_1684821642";"k";"129";"5";"ekedokedo";"Morast, Sumpf";;;;;;;NULL;NULL;;;"s kekedoʔoi";;"y";"17";"2023-05-23 06:00:42";NULL;NULL;"00:00:27"
"17_1684821955";"k";"129";"6";"ekẽʔẽ";"Stapel, Schicht (auch Hilfszählwort)";"1";;;;;;NULL;NULL;;;;;;"17";"2023-05-23 13:08:44";"17";NULL;"00:00:02"
"17_1684822192";"k";"129";"7";"kõʔõ";;"2";;;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 06:09:52";NULL;NULL;"00:00:52"
"17_1684822484";"k";"129";"8";"keʔeda";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 06:14:44";NULL;NULL;"00:00:46"
"17_1684822690";"l";"188";"1";"l";"l kam nur im West-Dialekt vor und ist mit d (= r) gleichwertig";;;;;;;NULL;NULL;;;"K40�?83";;;"17";"2023-05-23 14:24:17";"17";NULL;"00:00:43"
"17_1684822776";"l";"188";"2";"la -";"sie (3. Pl)";;"da -";;"(WD) = da-";;;NULL;NULL;;;;;;"17";"2023-05-30 13:29:46";"17";NULL;"00:00:18"
"17_1684822860";"l";"188";"3";"-laʔa";;;"-daʔa; -nãʔã";;"(WD) = -daʔa, -nãʔã";;;NULL;NULL;;;;;;"17";"2023-05-30 13:30:44";"17";NULL;"00:00:10"
"17_1684822947";"l";"188";"4";"lakoʔa�?ixa";"nachts (Francis lako aisje)";;"dakoʔa�?ixa";;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 06:22:27";NULL;NULL;"00:00:17"
"17_1684822995";"l";"188";"5";"lau";"Klafter";;"rau";;"(WD, = rau)";;;NULL;NULL;;;;;;"17";"2023-05-30 13:31:19";"17";NULL;"00:00:43"
"17_1684823160";"l";"188";"6";"lealea";;;;;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 06:26:00";NULL;NULL;"00:00:33"
"17_1684823211";"l";"188";"7";"li-";;;"di-";;"(WD) = di-";;;NULL;NULL;;;;;;"17";"2023-05-30 13:31:45";"17";NULL;"00:00:44"
"17_1684823262";"l";"188";"8";"-lia";;;"-dia, -nĩã";;;;;NULL;NULL;;;;;"y";"17";"2023-05-23 06:27:42";NULL;NULL;"00:00:44"
"17_1684823401";"l";"188";"9";"lipa";;;"dipa";;"(DIA) = dipa";;;NULL;NULL;;;;;;"17";"2023-05-30 13:32:27";"17";NULL;"00:00:14"
